Species_name,GBIF_name,Order,Family,IUCN_status,Agriculture,Hunting,Invasive_species,Climate_change,Beak_length_culmen,Beak_length_nares,Beak_width,Beak_depth,Tarsus_length,Wing_length,Kipps_distance,Secondary1,Hand_wing_index,Tail_length,Minimum_latitude,Maximum_latitude,Primary_lifestyle,Island_restricted_breeding,Latitudinal_range,Elevational_range,Habitat_breadth,Diet_breadth,Realm,Minimum_elevation,Maximum_elevation,Adult_survival_annual,Age_at_first_breeding,Maximum_longevity,Generation_length,Range_size,Body_mass,Clutch_size,Diet,Habitat,Migration,Extinction_risk
Diomedea exulans,Diomedea exulans,PROCELLARIIFORMES,Diomedeidae,VU,0,1,1,1,162.3,115.4,35.7,49.5,115.1,634.5,417.8,208.5,66.7,181.3,-68.17,-22.88,Aquatic,1,3,0,2,2,SZ,0,0,0.944303317,9.033117206,53,22.94958613,97771387.54,6961.3,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Phoebetria fusca,Phoebetria fusca,PROCELLARIIFORMES,Diomedeidae,EN,0,1,1,0,108.9,71.4,17.6,29.8,76.2,510.2,348.5,161.8,68.3,268.8,-74.01,-20.45,Aquatic,1,3,500,3,3,S,0,500,0.95,10,40,21.05983445,61330907.01,2553.7,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Phoebetria palpebrata,Phoebetria palpebrata,PROCELLARIIFORMES,Diomedeidae,NT,0,1,1,0,105.6,69.8,18.2,28.2,76.8,523.8,361.2,162.5,69,281.2,-78.93,-32.81,Aquatic,1,3,0,3,3,SZ,0,0,0.973,7.496683348,40,21.39949708,74642407.91,3150,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Phoebastria irrorata,Phoebastria irrorata,PROCELLARIIFORMES,Diomedeidae,CR,0,1,1,1,151.1,107.2,24,36.6,101.2,534.5,336,194,63.4,138.5,-17.84,1.04,Generalist,1,2,50,2,3,L,0,50,0.95,8.3,40.17011191,19.85753937,1736846.61,3376.4,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Phoebastria nigripes,Phoebastria nigripes,PROCELLARIIFORMES,Diomedeidae,NT,0,1,0,1,101.2,67.8,23.8,30.8,87.4,476,313.2,171.2,64.7,136,-84.95,85.01,Aquatic,1,3,50,2,2,O,0,50,0.926206789,7.528848767,53.91666667,22.21159599,84626560.97,3188.4,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Phoebastria immutabilis,Phoebastria immutabilis,PROCELLARIIFORMES,Diomedeidae,NT,0,1,1,1,108,74.6,20.7,28.2,82.6,474.4,313,159.5,66.2,147.2,12.81,65.2,Aquatic,1,2,50,1,3,O,0,50,0.9485,8.5,66,26.69999309,45350856.11,3145.9,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Phoebastria albatrus,Phoebastria albatrus,PROCELLARIIFORMES,Diomedeidae,VU,0,1,0,0,135,91.3,25,38.5,92.3,549.2,364.8,186,66.3,147,11.5,65.53,Aquatic,1,3,150,2,2,IO,0,150,0.934827921,7.564935515,37.63015477,17.52932504,48012515.04,4411,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Thalassarche chlororhynchos,Thalassarche chlororhynchos,PROCELLARIIFORMES,Diomedeidae,EN,0,1,1,0,113,83.8,19.1,30.4,71,465,313.8,151.2,67.5,186,-51.51,-3.66,Aquatic,1,2,0,2,3,FS,0,0,0.933640458,9,37,18.48422432,21606227.43,2128.8,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Thalassarche chrysostoma,Thalassarche chrysostoma,PROCELLARIIFORMES,Diomedeidae,EN,0,1,1,1,116,81.2,21,34.2,81.4,518,341,185.5,64.9,189.2,-73.43,-29.54,Aquatic,1,3,0,2,3,SZ,0,0,0.95,10,47.2,22.69051854,83986959.45,3499,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Thalassarche melanophris,Thalassarche melanophris,PROCELLARIIFORMES,Diomedeidae,LC,0,1,1,1,119.3,84.6,22.1,35.2,80.3,513.2,331.2,184.8,64.2,193.2,-71.9,-7.11,Aquatic,1,3,300,3,3,SZ,0,300,0.94034395,10,53,23.61042962,109981594.81,3202.9,1,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Thalassarche bulleri,Thalassarche bulleri,PROCELLARIIFORMES,Diomedeidae,NT,0,1,0,1,121.9,87.7,21.1,32.8,77.5,501.2,327.5,165,66.4,207.6,-65.72,-3.39,Aquatic,1,3,50,3,2,SZ,0,50,0.93592167,7.788362443,45,19.56665021,29134435.63,2781.5,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Thalassarche cauta,Thalassarche cauta,PROCELLARIIFORMES,Diomedeidae,NT,0,1,1,1,130,94.1,24.4,40.6,84,566.2,366.2,200,64.7,213.2,-50.35,-20.7,Aquatic,1,3,150,4,2,SZ,0,150,0.958,8.323551812,40,20.5574705,23868551.63,3897.7,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Macronectes halli,Macronectes halli,PROCELLARIIFORMES,Procellariidae,LC,0,1,0,0,101.7,47.6,21.4,31,88.9,498,216.5,278.8,43.7,165.8,-76.29,-20.65,Generalist,1,3,0,2,4,SZ,0,0,0.916998772,7,38.86877344,17.08715576,91967384.38,4206.3,1,Omnivore,Sea,PartiallyMigratory,Lower_risk
Macronectes giganteus,Macronectes giganteus,PROCELLARIIFORMES,Procellariidae,LC,0,1,0,0,91.6,42.4,19.4,27.2,85.4,493.6,217.5,267,44.8,178.2,-77.82,-19.96,Generalist,0,4,300,3,3,SZ,0,300,0.93,7,50,20.61042962,100191503.8,3591.7,1,Omnivore,Sea,PartiallyMigratory,Lower_risk
Fulmarus glacialis,Fulmarus glacialis,PROCELLARIIFORMES,Procellariidae,LC,0,1,1,0,41.3,23.6,11.9,14.4,48.8,321.1,162.5,155,51.1,134.9,36.34,84.96,Aquatic,0,4,300,2,2,NP,0,300,0.970733333,8.5,51,25.34141952,29451058.1,611.9,1,AquaticAnimals,Sea,Migratory,Lower_risk
Fulmarus glacialoides,Fulmarus glacialoides,PROCELLARIIFORMES,Procellariidae,LC,0,0,0,1,45.7,27.4,10.2,11.9,47.9,315,154.2,156.2,49.5,113.6,-78.14,-24.19,Aquatic,0,4,300,2,3,SZ,0,300,0.9403386,10,52,23.293908,97370037.04,793.4,1,AquaticAnimals,Sea,Migratory,Lower_risk
Thalassoica antarctica,Thalassoica antarctica,PROCELLARIIFORMES,Procellariidae,LC,0,0,0,0,44.8,26.1,8.3,10.8,43.5,296.2,170,128.2,56.7,111.2,-82.95,-37.59,Generalist,0,4,700,2,2,S,0,700,0.9,3.012877438,19.54793064,8.834048891,58576534.09,708.4,1,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Daption capense,Daption capense,PROCELLARIIFORMES,Procellariidae,LC,0,0,0,0,36.6,21.6,10.8,9.3,42.6,249.8,145.5,99.8,59.4,94,-85.58,-8.36,Generalist,0,3,300,2,3,SZ,0,300,0.945,5,28.5,13.86925875,136304432.2,429.6,1,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Pagodroma nivea,Pagodroma nivea,PROCELLARIIFORMES,Procellariidae,LC,0,0,0,1,23.6,14.9,4.9,7,32,247.6,151.8,89.8,62.8,105.4,-79.24,-39.5,Aerial,0,3,2500,2,3,S,0,2500,0.945,5,46,17.97738638,35992533.98,268,1,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Halobaena caerulea,Halobaena caerulea,PROCELLARIIFORMES,Procellariidae,LC,0,0,1,0,29.9,22.1,7,7,31.6,206.2,128,78.2,62,77,-67.7,-31.39,Generalist,1,3,200,3,2,SZ,0,200,0.88,2.353097814,27,8.714903832,75697728.93,202,1,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Pachyptila vittata,Pachyptila vittata,PROCELLARIIFORMES,Procellariidae,LC,0,0,1,1,38,29.4,20,14.4,33.4,195.2,107.5,87.8,55.1,94.5,-60.72,-6.91,Generalist,1,3,300,3,2,SZ,0,300,0.870467535,5.078018483,20.42490112,9.935638622,50803001.59,196,1,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Pachyptila salvini,Pachyptila salvini,PROCELLARIIFORMES,Procellariidae,LC,0,0,1,0,36.4,27.4,14.4,10.9,32.5,192.8,114.5,78.2,59.4,86.8,-61.39,-26.02,Aquatic,1,3,300,4,2,SZ,0,300,0.848453691,4.873008824,20.08605902,9.688268102,29593329.82,159,1,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Pachyptila desolata,Pachyptila desolata,PROCELLARIIFORMES,Procellariidae,LC,0,0,1,0,29.7,21.8,10.1,8.9,31.2,182.4,103.5,77.8,57.1,86.8,-71.17,-16.28,Aquatic,1,3,300,3,2,SZ,0,300,0.845625185,5,20.04553017,9.762235568,84155481.3,147,1,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Pachyptila belcheri,Pachyptila belcheri,PROCELLARIIFORMES,Procellariidae,LC,0,0,1,0,28.5,21,7.6,6.9,30.2,175.8,101,74,57.7,80.4,-62.57,-7.89,Aquatic,1,3,300,3,2,CZ,0,300,0.852,6.7,27,13.12538887,56286348.41,145,1,AquaticAnimals,Sea,Sedentary,Lower_risk
Pachyptila turtur,Pachyptila turtur,PROCELLARIIFORMES,Procellariidae,LC,0,0,1,0,25.6,18.1,7.6,7.4,30,173.8,95.8,78,55.1,81.2,-59.2,-23.44,Generalist,1,3,0,4,2,CZ,0,0,0.85,4.732138362,36,14.62909255,21293225.72,137,1,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Pachyptila crassirostris,Pachyptila crassirostris,PROCELLARIIFORMES,Procellariidae,LC,0,0,1,0,24.2,17.6,8.4,8.4,31.1,182,96.4,85.6,53,87.4,-62.62,-32.41,Aquatic,1,3,0,3,2,SZ,0,0,0.843404448,4.741152344,19.767368,9.497274451,6979667.17,138.3,1,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Aphrodroma brevirostris,Aphrodroma brevirostris,PROCELLARIIFORMES,Procellariidae,LC,0,0,1,0,28.4,21.7,6.1,9.6,36.5,240.2,147.8,92.5,61.5,98,-76.11,-29.98,Generalist,0,3,450,3,2,SZ,0,450,0.865586604,2.632422493,20.04946869,7.625252312,60101971.46,357,1,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Pterodroma leucoptera,Pterodroma leucoptera,PROCELLARIIFORMES,Procellariidae,VU,0,1,1,0,25.2,17.8,5.9,7.7,28.9,212,141,71,66.5,90,-70.58,42.61,Generalist,1,2,650,2,2,AOZ,0,650,0.859420259,4.777459658,32.73150685,13.62551993,122022870.1,147.1,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Pterodroma brevipes,Pterodroma brevipes,PROCELLARIIFORMES,Procellariidae,VU,0,1,1,0,24.8,18.4,5.7,6.8,27.6,212.2,136,74.5,64.6,95.4,-29.63,7.32,Generalist,1,2,465,2,2,AO,0,465,0.873785657,4.777459658,20,9.61173576,34420908.06,147.1,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Pterodroma defilippiana,Pterodroma defilippiana,PROCELLARIIFORMES,Procellariidae,VU,0,0,1,0,27.5,21.4,6.8,8.5,27.9,226,141.8,84,62.8,95.4,-35.43,-18.68,Generalist,1,2,500,2,2,LO,0,500,0.864031895,4.910194326,17.65248079,9.186842077,1766659.35,169,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Pterodroma longirostris,Pterodroma longirostris,PROCELLARIIFORMES,Procellariidae,VU,0,0,1,1,23.4,17,4.8,6.9,27.2,212.2,129.8,82.5,61.1,105.8,-39.5,43.56,Generalist,1,2,1100,2,2,LO,0,1100,0.858478905,4.751250211,16.13541929,8.52763421,47471621.1,143,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Pterodroma cookii,Pterodroma cookii,PROCELLARIIFORMES,Procellariidae,VU,0,0,1,0,25.5,17.6,5.6,6.7,25.8,213.2,135.5,76,64.1,93.8,-63.67,52.28,Aerial,1,2,700,2,3,OZ,0,700,0.865702461,4.960140134,18.25407122,9.262591824,120250835.9,177.9,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Pterodroma pycrofti,Pterodroma pycrofti,PROCELLARIIFORMES,Procellariidae,VU,0,0,1,0,22.5,17.9,5.3,6.4,26.9,214,135.5,78.5,63.3,90,-56.93,50.85,Generalist,1,3,0,5,1,Z,0,0,0.862025991,4.851553833,16.00936311,8.669938931,75938832.03,159,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Pterodroma hypoleuca,Pterodroma hypoleuca,PROCELLARIIFORMES,Procellariidae,LC,0,0,1,1,24.6,19,6.6,7.8,27.4,228,143.5,84.5,63,104.5,11.71,56.22,Generalist,1,2,918,1,2,OP,0,918,0.84138687,5.210317196,30.8,13.31000503,18787814.69,176,1,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Pterodroma nigripennis,Pterodroma nigripennis,PROCELLARIIFORMES,Procellariidae,LC,0,0,1,0,23.4,18,6.5,7.5,28.4,221.6,140.5,80.2,63.6,93.8,-61.48,60.89,Generalist,1,2,0,2,1,AOZ,0,0,0.864916609,4.936517214,17.28862486,9.016606048,118358777.2,173.7,1,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Pterodroma ultima,Pterodroma ultima,PROCELLARIIFORMES,Procellariidae,LC,0,0,1,1,27,19.8,7.5,9.8,33.5,260,175,85,67.3,112,-47.88,55.1,Generalist,1,2,0,2,2,O,0,0,0.896942668,5.787546683,19.11673907,10.58520647,66311108.88,360,1,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Pterodroma solandri,Pterodroma solandri,PROCELLARIIFORMES,Procellariidae,LC,0,1,1,1,33.9,25.9,9.8,12.1,39.1,299,193.2,103.8,65.1,124.8,-50.12,58.93,Aerial,1,2,800,3,2,AO,0,800,0.894064282,6.00274581,20.975294,11.24198012,59746330.79,468.6,1,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Pterodroma neglecta,Pterodroma neglecta,PROCELLARIIFORMES,Procellariidae,LC,0,0,1,0,30.6,23,9.3,9.8,36.6,288,184.5,103.5,64,98.5,-37.19,30.57,Generalist,1,2,50,2,2,OZ,0,50,0.895810878,6.082217573,22.92442497,11.79836341,87299047.74,501,1,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Pterodroma arminjoniana,Pterodroma arminjoniana,PROCELLARIIFORMES,Procellariidae,VU,0,0,1,0,29.2,21.6,8.7,9.6,33.6,283.8,191.5,92.8,67.4,113.4,-53.41,37.32,Aerial,1,1,1000,3,2,C,0,1000,0.889405246,5.80108361,19.54150551,10.71877066,47409362.68,394,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Pterodroma heraldica,Pterodroma heraldica,PROCELLARIIFORMES,Procellariidae,LC,0,0,1,1,27,21.8,8.2,9,34.1,281,182,99,64.8,110,-34.83,27.95,Aerial,1,2,1000,3,2,AO,0,1000,0.889405246,5.80108361,32.99014239,14.40700851,50656688.94,394,1,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Pterodroma atrata,Pterodroma atrata,PROCELLARIIFORMES,Procellariidae,EN,0,0,1,1,30.9,21.6,7.3,8.7,37.2,295,128,167,43.4,100,-31.3,-6.09,Generalist,1,2,33,2,2,O,0,33,0.888683872,5.889113452,20.35992986,10.79375816,9327817.45,394,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Pterodroma alba,Pterodroma alba,PROCELLARIIFORMES,Procellariidae,VU,0,1,1,1,26.3,21.7,7.9,9.2,31.2,266.2,176,90.2,66,101.2,-30.34,20.97,Generalist,1,1,475,2,2,O,0,475,0.877392378,5.340976905,18.16489957,9.826063761,22290948.3,259,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Pterodroma baraui,Pterodroma baraui,PROCELLARIIFORMES,Procellariidae,EN,0,1,1,1,32.1,24.8,9,9.6,35,269,156,113,58,113,-44.37,4.93,Aerial,1,1,2900,4,2,M,0,2900,0.889818164,5.818379353,20.70522552,10.97143318,26305029.88,400,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Pterodroma inexpectata,Pterodroma inexpectata,PROCELLARIIFORMES,Procellariidae,NT,0,1,1,1,25.5,19.4,7,9.1,31.9,249.8,166.2,83.5,66.5,91.5,-79.46,60.61,Aerial,1,2,350,3,2,OZ,0,350,0.886982348,5.449113772,24.20674734,11.38631032,119601845,316,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Pterodroma sandwichensis,Pterodroma sandwichensis,PROCELLARIIFORMES,Procellariidae,EN,1,1,1,1,36.5,24.4,8.5,10.6,38.3,271.3,133.3,138,49.2,129.5,0.62,51.88,Generalist,1,1,3000,5,2,O,0,3000,0.93,5.710394663,22.94461858,12.31058554,19212039.47,400.8,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Pterodroma phaeopygia,Pterodroma phaeopygia,PROCELLARIIFORMES,Procellariidae,CR,1,1,1,1,41,25.1,8.9,10.1,39,294.7,201.3,93.3,68.3,132.7,-19.14,17.33,Generalist,1,1,900,3,2,LO,0,900,0.93,5.710394663,20.87551322,11.70197473,15494657.47,400.8,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Pterodroma cervicalis,Pterodroma cervicalis,PROCELLARIIFORMES,Procellariidae,VU,0,1,1,1,35.8,26.4,9.6,11.1,36.1,292,185.4,106.6,63.5,130.9,-33.08,46.2,Generalist,1,2,50,2,1,OZ,0,50,0.892692024,5.941828711,25.99671413,12.28963351,67284625.41,445,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Pterodroma externa,Pterodroma externa,PROCELLARIIFORMES,Procellariidae,VU,0,1,1,1,37.8,27.4,9.9,11.7,36.1,291.3,203,86,70.2,144.3,-48.61,35.99,Generalist,1,2,1000,3,2,L,0,1000,0.895171019,5.784673477,21.18050937,11.04648179,44060886.11,428,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Pterodroma mollis,Pterodroma mollis,PROCELLARIIFORMES,Procellariidae,LC,0,0,1,0,27.1,19.4,7,9.1,32.3,243.2,158.2,85,65.1,95,-59.46,-22.08,Generalist,1,3,0,3,2,S,0,0,0.882856272,5.5404776,21.26658638,10.55376959,52198187.39,312,1,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Pterodroma cahow,Pterodroma cahow,PROCELLARIIFORMES,Procellariidae,EN,0,1,1,1,37.1,21.5,7.9,9.1,34.5,245,157,88,64.1,117,20.05,57.55,Generalist,1,2,79,3,1,N,0,79,0.875842819,5.287073984,19.35646678,9.962234939,15874369.54,246,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Pterodroma hasitata,Pterodroma hasitata,PROCELLARIIFORMES,Procellariidae,EN,1,1,1,0,33,22.8,8.4,12,37.3,283,152.1,132.9,53.4,109,5.78,37.47,Generalist,1,2,2350,4,2,LN,0,2350,0.883359589,5.313316071,20.91172964,10.53697535,7451677.2,278,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Pterodroma feae,Pterodroma feae,PROCELLARIIFORMES,Procellariidae,NT,0,1,1,0,29,19.4,8.1,10.2,32.5,255,169.2,88.2,65.7,110.8,5.81,49.97,Generalist,1,2,2200,2,2,FP,0,2200,0.898458611,5.432021492,21.90480897,11.21442659,12674661.91,311,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Pterodroma madeira,Pterodroma madeira,PROCELLARIIFORMES,Procellariidae,EN,0,1,1,1,32.3,20.6,7.8,9.7,32.3,253,135.7,117.3,53.9,110,-28.43,59.41,Generalist,1,3,1600,2,2,P,0,1600,0.869608515,5.081057762,17.67533971,9.444139683,31437943.45,201.1,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Pterodroma magentae,Pterodroma magentae,PROCELLARIIFORMES,Procellariidae,CR,0,1,1,1,31.2,23.6,8.7,13.9,41.2,306,108,198,35.3,129,-55.97,-41.88,Generalist,1,3,0,2,2,Z,0,0,0.893858642,10,23.46153239,14.74783065,1846626.61,465,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Pterodroma incerta,Pterodroma incerta,PROCELLARIIFORMES,Procellariidae,EN,0,1,1,1,37,28.1,9.4,12.6,41.6,318,208.8,109.2,65.6,124.2,-58.59,-19.55,Generalist,1,3,300,3,2,S,0,300,0.896773461,6.126976278,23.21233794,11.86716155,19854359.46,520,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Pterodroma lessonii,Pterodroma lessonii,PROCELLARIIFORMES,Procellariidae,LC,0,0,1,0,38.9,28.6,10.2,13.5,42.5,303.6,197.2,103.5,65.6,123.2,-70.58,-27.04,Generalist,1,3,300,4,2,SZ,0,300,0.921,6.492770571,32,14.8685238,74962981.51,698,1,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Pterodroma macroptera,Pterodroma macroptera,PROCELLARIIFORMES,Procellariidae,LC,0,0,1,0,36.7,26.6,9.8,12.4,40.9,303.4,201,102,66.3,112.6,-63.14,-18.95,Generalist,0,3,400,1,2,S,0,400,0.897348954,6.5,37,16.15390938,47147490.29,531.8,1,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Pterodroma gouldi,Pterodroma gouldi,PROCELLARIIFORMES,Procellariidae,LC,0,1,1,0,39.7,28.5,9.8,13.1,46.5,313.2,168.5,144.7,53.7,133.8,-59.59,-25.73,Generalist,1,3,400,1,2,ASZ,0,400,0.87525,6.6,23.26606802,11.87517083,16400601.1,531.8,1,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Procellaria cinerea,Procellaria cinerea,PROCELLARIIFORMES,Procellariidae,NT,0,1,1,0,49.7,33.1,9.7,13.4,56.7,325.8,195.5,128,60.5,99.8,-66.71,-6.98,Generalist,1,3,350,3,3,SZ,0,350,0.93939141,7.242817762,33.96553035,16.85769668,83049745.46,1131,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Procellaria aequinoctialis,Procellaria aequinoctialis,PROCELLARIIFORMES,Procellariidae,VU,0,1,1,0,54.4,38,11.5,15.2,62.3,382.6,233.5,153.2,60.3,120.4,-67.23,-5.41,Aquatic,1,3,420,2,2,CZ,0,420,0.945,7.485251329,39,18.63163242,107346807.9,1213,1,AquaticAnimals,Sea,Migratory,Higher_risk
Procellaria conspicillata,Procellaria conspicillata,PROCELLARIIFORMES,Procellariidae,VU,0,1,1,0,52.8,36.5,12.4,15.9,62.6,355,223.5,131.5,62.9,112.2,-43.47,-22.68,Aquatic,1,3,500,2,3,S,0,500,0.939947674,7.382330848,30,16.01879944,12020747.42,1213,1,AquaticAnimals,Sea,Migratory,Higher_risk
Procellaria westlandica,Procellaria westlandica,PROCELLARIIFORMES,Procellariidae,EN,1,1,1,1,52,36.2,13.2,16.3,56.4,368.9,227,139.4,62,131,-56.81,-30.94,Aquatic,1,3,0,2,3,Z,0,0,0.965,12,37,22.52409868,18867090.65,1199,1,AquaticAnimals,Sea,Migratory,Higher_risk
Procellaria parkinsoni,Procellaria parkinsoni,PROCELLARIIFORMES,Procellariidae,VU,0,1,1,1,51,32.3,12.2,15,55.3,363,202,143,58.6,80,-47.79,22.53,Aquatic,1,3,300,2,3,Z,0,300,0.94,7,24.53448044,14.18525181,39453265.54,702.2,1,AquaticAnimals,Sea,Migratory,Higher_risk
Ardenna pacifica,Ardenna pacifica,PROCELLARIIFORMES,Procellariidae,LC,0,1,1,1,40.9,30.7,7.9,10.1,46.9,296.8,184.5,116,61.4,130.4,-42.04,37.89,Generalist,0,2,100,4,2,C,0,100,0.890267807,4.794289687,34.64129244,14.24151132,119963361.1,388,1,AquaticAnimals,Sea,Migratory,Lower_risk
Ardenna bulleri,Ardenna bulleri,PROCELLARIIFORMES,Procellariidae,VU,0,1,1,1,41,32.5,7.6,10.2,48.6,276.2,163.2,113,59.1,109,-58.32,60.29,Aquatic,1,2,200,4,2,OZ,0,200,0.908766859,4.597464127,20.65482959,10.39702785,109799820.9,407,1,AquaticAnimals,Sea,Migratory,Higher_risk
Ardenna tenuirostris,Ardenna tenuirostris,PROCELLARIIFORMES,Procellariidae,LC,0,1,1,1,37.2,22.2,6.5,7.5,49.3,262.2,165,93.2,63.8,82.8,-70.06,77.1,Generalist,0,2,0,4,2,AOZ,0,0,0.912,7.1,48.34520548,20.15499921,112949641.5,559,1,AquaticAnimals,Sea,Migratory,Lower_risk
Ardenna grisea,Ardenna grisea,PROCELLARIIFORMES,Procellariidae,NT,0,1,1,1,47.8,31.1,7.8,10,55.8,295.6,181.5,112,61.8,88,-70.44,-25.36,Generalist,1,2,1500,4,2,C,0,1500,0.934,6,34,15.50658681,21320331.91,787,1,AquaticAnimals,Sea,Migratory,Higher_risk
Ardenna gravis,Ardenna gravis,PROCELLARIIFORMES,Procellariidae,LC,0,1,0,0,54.7,36.3,8.3,11.3,58.1,317.8,195.2,120.2,61.9,112.8,-69.47,68.62,Aerial,1,2,600,3,3,C,0,600,0.909810984,5.593842648,25.86861199,12.33677141,63607065.14,849,1,AquaticAnimals,Sea,Migratory,Lower_risk
Ardenna carneipes,Ardenna carneipes,PROCELLARIIFORMES,Procellariidae,NT,0,1,1,0,47.8,31.1,8.9,12.1,52.1,310.2,188.5,120.5,61,110.2,-47.79,61.51,Aerial,0,2,0,2,2,CZ,0,0,0.920398454,4.882977826,30.20536692,13.04341098,117469913.7,609,1,AquaticAnimals,Sea,Migratory,Higher_risk
Ardenna creatopus,Ardenna creatopus,PROCELLARIIFORMES,Procellariidae,VU,0,1,1,0,48.4,33,9.2,12.5,52.5,324,203,121,62.6,112.2,-40.34,61.51,Generalist,1,2,390,3,2,LN,0,390,0.924384952,5.079393076,25.93259107,12.56233485,14595563.55,744,1,AquaticAnimals,Sea,Migratory,Higher_risk
Calonectris leucomelas,Calonectris leucomelas,PROCELLARIIFORMES,Procellariidae,NT,0,1,1,1,48.9,39.1,9.7,12.2,48.2,319.2,195,124.2,61,131.8,-36.41,49.6,Generalist,1,3,0,2,2,P,0,0,0.909593157,6.232952333,36.8,15.90808375,32884751.33,580,1,AquaticAnimals,Sea,Migratory,Higher_risk
Calonectris diomedea,Calonectris diomedea,PROCELLARIIFORMES,Procellariidae,LC,0,1,1,0,52.4,40.5,10.7,14,51.5,344.2,220.8,123.5,64.1,114.2,-37.79,52.22,Generalist,1,2,435,2,2,C,0,435,0.917,7.23,24.9477171,13.74119658,46036415.89,535,1,AquaticAnimals,Sea,Migratory,Lower_risk
Calonectris borealis,Calonectris borealis,PROCELLARIIFORMES,Procellariidae,LC,0,1,1,0,55,41.2,11.3,15.1,54.2,347,186.2,160.8,53.7,141,-48.27,60.57,Generalist,0,2,435,2,3,C,0,435,0.917,8.351143209,28.82222222,15.55843577,58806206.19,535,1,AquaticAnimals,Sea,Migratory,Lower_risk
Calonectris edwardsii,Calonectris edwardsii,PROCELLARIIFORMES,Procellariidae,NT,0,1,1,0,42.8,34,8.2,10.9,44.4,309,192.8,116.2,62.4,118.2,-43.48,28.93,Aerial,1,2,1000,2,3,P,0,1000,0.886686709,8.351143209,25.112987,13.84232105,14809214.03,535,1,AquaticAnimals,Sea,Migratory,Higher_risk
Puffinus nativitatis,Puffinus nativitatis,PROCELLARIIFORMES,Procellariidae,LC,0,0,0,1,29.1,22.3,5.7,8.1,40.7,235.5,147.5,88,62.6,86.5,-31.8,37.42,Generalist,1,2,10,3,2,O,0,10,0.917983749,5.21301443,25.09085037,12.232473,50917573.17,356,1,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
