Species1,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand.Wing.Index,Tail.Length,Habitat.Density,Primary.Lifestyle,Min.Latitude,Max.Latitude,RLM,LAT,MinAltitude,Elevational.Range,MaxAltitude,HB,DB,Flightlessness,Order,Habitat,Foraging,MatingSystem,NestPlacement,Territoriality,IslandDwelling,LogNightLights,LogHumanPopulationDensity,Family,IUCN_status,Range_size,Body_mass,Clutch_size,Diet,Migration,IslandEndemic,Adult.survival,Age.at.first.breeding,Maximum.longevity,GenLength,extinction_risk
Accipiter rufitorques,26,15.4,10.3,13.7,59.2,217.6,73.5,142,34.1,146,1,Generalist,-19.2,-16.15,O,1,0,1200,1200,2,2,No,Accipitriformes,Forest,AerialSallying,NonCooperative,ExposedElevated,weak,No,1.01467384616866,4.25844557290253,Accipitridae,LC,17581.12,209,4,Vertebrates,Sedentary,Yes,0.750368626,1.856768148,13.28215354,4.467726124,Lower_risk
Accipiter rufiventris,20.3,10.7,7.8,10,54.2,218.6,83,134.3,38.1,165.8,1,Aerial,-34.04,15.67,F,2,2000,1000,3000,4,2,No,Accipitriformes,Forest,AerialScreaning,NonCooperative,ExposedElevated,weak,No,0.880111736793393,4.63375764284,Accipitridae,LC,756057.21,198,4,Vertebrates,Sedentary,No,0.729978611,1.767326178,12.30289894,4.114578326,Lower_risk
Accipiter soloensis,25.6,11.4,8.6,9.7,39.5,187.8,73.1,114.4,39,123.4,1,Insessorial,20.24,47.24,E,2,0,1000,1000,3,2,No,Accipitriformes,Forest,AerialSallying,NonCooperative,ExposedElevated,weak,No,1.43411867713949,5.67846466667191,Accipitridae,LC,2375886.74,164.8,5,Vertebrates,Migratory,No,0.654071753,2,12.38137158,4.011811864,Lower_risk
Accipiter striatus,18.3,10.1,7.3,9.4,49.9,181.6,56.6,126.8,30.7,134.3,1,Aerial,-34.98,69.38,LN,2,0,3500,3500,4,1,No,Accipitriformes,Forest,AerialScreaning,NonCooperative,ExposedElevated,weak,No,1.26118887247656,3.08190996979504,Accipitridae,LC,16375303.87,130.6,5,Vertebrates,Migratory,No,0.618050594,2,19.92,5.472726925,Lower_risk
Accipiter superciliosus,19.4,10.8,6.7,10.4,37.4,146.4,38.6,105.2,26.9,104.6,1,Aerial,-28.11,14.61,L,1,0,800,800,1,1,No,Accipitriformes,Forest,AerialScreaning,NonCooperative,ExposedElevated,weak,No,0.997490569933681,2.88480071284671,Accipitridae,LC,8560355.56,96.4,3,Vertebrates,Sedentary,No,0.72812887,1.667600099,11.32252855,3.908627705,Lower_risk
Accipiter tachiro,18,15.3,9.1,12.4,65.7,217.4,55.6,161.8,25.7,175,1,Aerial,-34.84,4.53,F,2,0,3000,3000,6,2,No,Accipitriformes,Forest,AerialScreaning,NonCooperative,ExposedElevated,strong,No,1.00249067931432,3.59731226058845,Accipitridae,LC,5174215.21,290.2,4,Vertebrates,Sedentary,No,0.780337514,2.089897358,14.65855057,5.193819938,Lower_risk
Accipiter toussenelii,24.4,13.9,9.2,11.9,62.1,189,48.2,149.6,24.4,157.2,1,Insessorial,-6.06,17.41,F,1,0,3300,3300,4,2,No,Accipitriformes,Forest,AerialSallying,NonCooperative,ExposedElevated,weak,No,0.979370361335559,4.04305126783455,Accipitridae,LC,4598131.33,249.3,2,Vertebrates,Sedentary,No,0.736539651,1.722393019,12.72437232,4.204161826,Lower_risk
Accipiter trinotatus,20.4,13.3,8.6,11.2,48.2,162.9,43,115,27.2,128.8,1,Insessorial,-5.66,1.76,W,1,250,1050,1300,2,2,No,Accipitriformes,Forest,AerialSallying,NonCooperative,ExposedElevated,strong,No,0.746174534732325,3.86283276123737,Accipitridae,LC,120238.86,146,2.12696335078534,Vertebrates,Sedentary,Yes,0.746569117,1.618610846,11.4510743,3.995983255,Lower_risk
Accipiter trivirgatus,31.7,17.3,10.5,14.1,56.9,216.2,49.6,166.1,23,171.9,1,Insessorial,-8.85,31.08,IP,2,0,1800,1800,1,2,No,Accipitriformes,Forest,AerialSallying,NonCooperative,ExposedElevated,weak,No,1.19657097839102,4.79330812810349,Accipitridae,LC,3366430.69,265,3,Vertebrates,Sedentary,No,0.77862822,2.022527939,14.08696097,5.016986921,Lower_risk
Accipiter virgatus,21.2,11.7,7.6,10.2,49.8,167.7,46.7,123.1,27.4,123.9,1,Generalist,-8.98,35.61,I,2,0,2200,2200,3,2,No,Accipitriformes,Forest,AerialSallying,NonCooperative,ExposedElevated,weak,No,1.25491098282004,5.23217756404349,Accipitridae,LC,4398429.71,117,5,Vertebrates,PartiallyMigratory,No,0.653108833,1.532810942,11.46033107,3.456670677,Lower_risk
Aceros nipalensis,204,177.7,45.4,75.1,74.7,431.7,93.1,338.6,21.6,457.7,1,Insessorial,15.38,29.27,I,2,600,1200,1800,1,1,No,Bucerotiformes,Forest,ArborealGleaning,NonCooperative,Cavity,weak,No,1.04003143348612,3.52046080248897,Bucerotidae,VU,284350.69,2385,2,Fruit,Sedentary,No,0.877326643,3.384695981,26.65872985,9.550671919,Higher_risk
Achaetops pycnopygius,20.1,9.5,3.3,4.6,24.2,68.1,4.4,62.7,6.6,79.4,3,Insessorial,-24.27,-8.76,F,1,0,1000,1000,2,1,No,Passeriformes,Rocky,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,0.707106781186548,1.79175946922805,Macrosphenidae,LC,423641.18,28.3,3,Invertebrate,Sedentary,No,0.679492709,1.297259086,9.087150725,3.130546877,Lower_risk
Acridotheres albocinctus,28.2,15.3,5.8,7.3,36.7,125.8,31.3,92.4,25.3,80.7,3,Generalist,20.03,26.2,I,2,800,400,1200,2,5,No,Passeriformes,Grassland,ArborealGleaning,NonCooperative,Cavity,none,No,1.19510906854085,4.19569705648239,Sturnidae,LC,328212.57,98.9,4,Omnivore,Sedentary,No,0.676833907,1.079797463,9.652239538,2.968273743,Lower_risk
Acridotheres burmannicus,23.4,14.2,4.8,5.9,31.8,113.8,30.5,83.2,26.9,68,3,Generalist,15.66,24.78,I,1,0,2000,2000,4,2,No,Passeriformes,Grassland,ArborealGleaning,NonCooperative,Cavity,none,No,1.33433480861307,4.8955984841079,Sturnidae,LC,327472.26,89,3.45833333333333,Omnivore,PartiallyMigratory,No,0.66,1,9.788888889,2.781843911,Lower_risk
Acridotheres cinereus,27.3,15.9,6.5,7.4,36,125.9,29.5,96.4,23.5,79,3,Generalist,-5.71,-3.5,IW,1,0,1500,1500,4,5,No,Passeriformes,Grassland,ArborealGleaning,NonCooperative,Cavity,none,No,1.08385147158043,5.56948888687283,Sturnidae,VU,20065.88,98.9,4.2,Omnivore,PartiallyMigratory,Yes,0.714609052,1.074873229,8.275000314,2.995091096,Higher_risk
Acridotheres cristatellus,27.1,15.7,6.1,8.1,38.1,134,32.1,101.5,24.1,81.2,3,Generalist,10.91,34.72,IP,2,0,500,500,2,4,No,Passeriformes,Grassland,GroundForaging,NonCooperative,Cavity,none,No,1.37360701309047,5.65319068854014,Sturnidae,LC,3073262.93,116.3,7,Omnivore,PartiallyMigratory,No,0.628723359,1.003493687,13,2.708717223,Lower_risk
Acridotheres fuscus,27.2,16.1,6.6,7.3,36.5,123.6,30.7,93.6,24.7,74.9,2,Insessorial,1.21,34.6,I,2,0,2000,2000,4,4,No,Passeriformes,Woodland,ArborealGleaning,NonCooperative,Cavity,none,No,1.37457061032495,5.96306507258628,Sturnidae,LC,2411128.95,82.8,6,Omnivore,PartiallyMigratory,No,0.648908786,1.014086522,9.123868485,2.674915747,Lower_risk
Acridotheres ginginianus,24.4,14.2,5.5,6.7,34.2,120.2,29.1,90.5,24.3,77.5,3,Generalist,18.38,34.46,I,2,0,500,500,2,4,No,Passeriformes,Grassland,ArborealGleaning,NonCooperative,Cavity,none,No,1.46608953547199,6.15697898558556,Sturnidae,LC,1641344.88,72,8,Omnivore,PartiallyMigratory,No,0.597080855,0.913035105,8.55302617,2.307273041,Lower_risk
Acridotheres grandis,25.9,16.9,6.6,7.9,36.5,134.6,33.5,101.2,24.9,77.2,3,Generalist,3.06,27.91,I,1,0,1520,1520,3,3,No,Passeriformes,Grassland,ArborealGleaning,NonCooperative,Cavity,none,No,1.33010548502569,4.94662996412034,Sturnidae,LC,1707140.6,98.9,6,Invertebrate,Sedentary,No,0.66,1,9.788888889,2.781843911,Lower_risk
Acridotheres melanopterus,25.4,14.8,5.5,6.2,35.8,124.2,28.4,95.6,22.9,72.6,3,Insessorial,-6.13,-6.01,I,1,0,2400,2400,6,3,No,Passeriformes,Artificial,ArborealGleaning,NonCooperative,Cavity,weak,No,1.68545974210847,6.81914262062553,Sturnidae,EN,38.7,89,4,Omnivore,Sedentary,No,0.66,1,9.788888889,2.781843911,Higher_risk
Acridotheres tristis,26.8,16,6.4,8,38.6,139.8,32.8,106.3,23.6,84.8,3,Terrestrial,0.81,48.29,IP,2,0,3000,3000,6,6,No,Passeriformes,Artificial,GroundForaging,NonCooperative,Cavity,none,No,1.31607401295249,5.44630624426149,Sturnidae,LC,8561587.67,116.4,6,Omnivore,PartiallyMigratory,No,0.689995949,1.12732746,12.2,3.211699055,Lower_risk
Acritillas indica,20.1,12,4.8,4.9,18.2,88.2,13.7,73.9,15.7,80.8,1,Insessorial,5.92,19.41,I,1,1000,500,1500,3,4,No,Passeriformes,Forest,ArborealGleaning,Cooperative,ExposedElevated,weak,No,1.40076467939296,5.85162760192018,Pycnonotidae,LC,219041.39,30.6,3,Fruit,Sedentary,No,0.692142835,1.292409136,9.822012726,3.281814003,Lower_risk
Acrobatornis fonsecai,10.4,7.3,3,3.6,17.6,62.9,13.6,48.3,21.2,56.6,1,Insessorial,-16.05,-14.51,L,1,0,550,550,1,1,No,Passeriformes,Forest,ArborealGleaning,Cooperative,Cavity,strong,No,1.36287107317628,3.95508249488859,Furnariidae,VU,3689.54,13.7,2.62132352941177,Invertebrate,Sedentary,No,0.626200021,1.025885841,7.556301524,2.507388232,Higher_risk
Acrocephalus aequinoctialis,20.9,11,3.4,3.5,24.5,73.5,14.3,59.2,19.5,63.5,3,Generalist,1.78,4.7,O,1,0,20,20,1,1,No,Passeriformes,Shrub,GroundForaging,NonCooperative,ExposedElevated,strong,Yes,0.472870804501588,0,Acrocephalidae,EN,229.11,25,4,Invertebrate,Sedentary,Yes,0.749585004,1.170029691,9.682562645,3.570150223,Higher_risk
Acrocephalus agricola,13.6,7.8,3.2,2.8,21.1,55.2,10.1,44.7,18.4,54.9,3,Insessorial,35.39,56.93,IP,2,0,1800,1800,4,1,No,Passeriformes,Wetland,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.965783570635203,3.02529107579554,Acrocephalidae,LC,6560153.7,9.6,6,Invertebrate,Migratory,No,0.517945025,1,9.330473744,2.184121403,Lower_risk
Acrocephalus arundinaceus,23,12.8,4.7,5.4,28.1,95.4,27.2,68.1,28.6,80.8,3,Insessorial,23.84,63.2,FP,2,0,2000,2000,4,2,No,Passeriformes,Wetland,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.3668043639186,4.10923317471585,Acrocephalidae,LC,9336953.31,30,6,Invertebrate,Migratory,No,0.595996753,1.147377064,11.76257462,2.656256752,Lower_risk
Acrocephalus atyphus,26.7,15,4.7,4.9,28.1,88.3,16.3,71.6,18.6,78.2,3,Insessorial,-21.73,-14.09,O,1,0,100,100,3,3,No,Passeriformes,Shrub,ArborealGleaning,NonCooperative,ExposedElevated,strong,Yes,0.531829589694499,0,Acrocephalidae,LC,611.16,30,3,Invertebrate,Sedentary,Yes,0.743920041,1.221155854,10.48164992,3.578648929,Lower_risk
Acrocephalus australis,19.9,10.6,3.8,4.1,24,71.6,16.3,55,22.9,67,3,Insessorial,-43.31,18.84,A,2,0,2300,2300,5,2,No,Passeriformes,Wetland,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.823549026052807,1.82454929205105,Acrocephalidae,LC,5363722.05,17.7,4,Invertebrate,Migratory,No,0.647053538,1.207347702,10.61101386,2.948303819,Lower_risk
Acrocephalus bistrigiceps,13.4,7.7,3,2.6,20.1,52.7,11.4,40.7,21.9,50.4,3,Insessorial,29.02,54.71,IP,2,0,1500,1500,3,1,No,Passeriformes,Wetland,ArborealGleaning,NonCooperative,Cavity,weak,No,1.47939408638264,5.37620390520511,Acrocephalidae,LC,4170337.09,8.7,6,Invertebrate,Migratory,No,0.559175827,0.91566483,8.81663019,2.135780834,Lower_risk
Acrocephalus brevipennis,19.3,11.9,4,3.5,26.3,65.9,10.6,55.4,16,61.5,2,Insessorial,14.88,16.68,F,1,0,950,950,4,1,No,Passeriformes,Shrub,ArborealGleaning,NonCooperative,ExposedElevated,weak,Yes,1.28540700332067,4.77912349311153,Acrocephalidae,VU,1324.46,16,3,Invertebrate,Sedentary,Yes,0.668717574,1.183570937,10.16491261,3.02006268,Higher_risk
Acrocephalus caffer,33.1,19,5,5.1,30.7,93.2,16.6,76.5,17.9,81.8,2,Insessorial,-17.78,-17.52,O,1,50,650,700,5,5,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,strong,Yes,0.827988804296353,0,Acrocephalidae,VU,266.98,43.8,3.52000000000002,Invertebrate,Sedentary,Yes,0.653259259,0.999735487,10.24209091,2.740170375,Higher_risk
Acrocephalus concinens,13.7,8,3.3,2.9,22,55.6,9.7,45.5,17.6,56,2,Insessorial,23.52,41.88,IP,2,0,3000,3000,4,1,No,Passeriformes,Riparian,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.44252043474901,5.82037962224002,Acrocephalidae,LC,2146677.25,8.3,4,Invertebrate,PartiallyMigratory,No,0.571655683,0.907998763,8.520135542,2.183509191,Lower_risk
Acrocephalus dumetorum,16.4,9.2,3.6,3.1,22.3,62.1,12.7,49.6,20.4,53.1,2,Insessorial,37.32,64.23,IP,2,0,1200,1200,5,2,No,Passeriformes,Riparian,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.1921690485645,3.65065824129374,Acrocephalidae,LC,5747941.28,11.2,6,Invertebrate,Migratory,No,0.528642885,1,9.929599906,2.2692832,Lower_risk
Acrocephalus familiaris,17.1,9.6,3.4,3.5,21.4,60.5,9.1,51.4,15.1,56.5,3,Insessorial,23.05,23.06,O,1,0,10,10,1,1,No,Passeriformes,Shrub,ArborealGleaning,NonCooperative,ExposedElevated,weak,Yes,0,0,Acrocephalidae,EN,1.55,18.3,3,Invertebrate,Sedentary,Yes,0.707279499,1.101738548,9.632088503,3.194571688,Higher_risk
Acrocephalus gracilirostris,17.8,9.9,3.5,3.5,23.5,64.7,7.9,55,12.6,59.3,3,Insessorial,-34.84,14.77,F,2,0,2400,2400,7,2,No,Passeriformes,Wetland,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.02873734472208,3.79323946943818,Acrocephalidae,LC,4809980,14.4,4,Invertebrate,Sedentary,No,0.717115667,1.27120303,10.94737251,3.514996074,Lower_risk
Acrocephalus griseldis,21.2,12.9,4,3.8,24.2,79.9,23.2,56.4,29.2,64,3,Insessorial,28.93,34.61,FP,2,0,1000,1000,5,1,No,Passeriformes,Wetland,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.67545031842894,5.05241682811121,Acrocephalidae,EN,105982.42,16.7,4.2,Invertebrate,Migratory,No,0.638,1.03900572,10,2.688434462,Higher_risk
Acrocephalus kerearako,21.3,11.7,4.4,4.2,27.2,73,13.2,59.8,18.1,77,2,Insessorial,-21.94,-19.76,O,1,0,600,600,4,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,strong,Yes,0.611690884906252,0,Acrocephalidae,LC,69.45,22.5,1,Invertebrate,Sedentary,Yes,0.681729717,1.100462483,9.972167708,3.02080882,Lower_risk
Acrocephalus melanopogon,12.7,7.2,2.6,2.5,19,56.7,10.9,45.8,19.3,47.8,3,Insessorial,24.37,49.94,IP,3,0,1950,1950,3,2,No,Passeriformes,Wetland,ArborealGleaning,Cooperative,Cavity,weak,No,1.27588481439743,4.01638302075239,Acrocephalidae,LC,2304218.81,10.9,7,Invertebrate,Migratory,No,0.54938017,1,9.83,2.255125736,Lower_risk
Acrocephalus mendanae,30.4,18.6,5.1,5.1,30.2,97.3,19.2,77.9,19.8,86.8,2,Insessorial,-10.54,-7.86,O,1,0,1070,1070,3,5,No,Passeriformes,Shrub,ArborealGleaning,NonCooperative,ExposedElevated,strong,Yes,0.727427152512826,0,Acrocephalidae,LC,593.47,36.3,4,Invertebrate,Sedentary,Yes,0.751752043,1.221155854,10.30267711,3.637697367,Lower_risk
Acrocephalus newtoni,18.1,10.3,3.7,3.6,25.6,66.5,9.8,56.3,14.9,76.2,3,Insessorial,-25.61,-11.95,M,2,0,2100,2100,3,1,No,Passeriformes,Wetland,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,0.91140681711945,3.3357695763397,Acrocephalidae,LC,591120.51,17,3,Invertebrate,Sedentary,Yes,0.652088851,1.1522978,10.177173,2.885618117,Lower_risk
Acrocephalus orinus,16.8,9.6,4,3.1,21.8,58,11.8,46.2,20.3,55.4,3,Insessorial,36.08,38.8,I,3,900,2100,3000,1,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.611690884906252,2.9391619220656,Acrocephalidae,LC,15471.91,24.2,5,Invertebrate,Migratory,No,0.635768683,1.116022981,10.52437903,2.785555696,Lower_risk
Acrocephalus paludicola,12.3,7,2.6,2.9,19.4,62.1,17.7,44.4,28.4,47.2,3,Insessorial,49.28,56.15,FP,2,0,653,653,3,1,No,Passeriformes,Wetland,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.44666684265785,4.19268046294296,Acrocephalidae,VU,182586.45,11.6,6,Invertebrate,Migratory,No,0.508358387,1,9.627352351,2.226320722,Higher_risk
Acrocephalus palustris,16.1,8.2,3.3,3.3,21.3,68.6,19.2,49.6,27.9,56.5,3,Insessorial,37.03,65.42,FP,2,0,3000,3000,5,2,No,Passeriformes,Shrub,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.48705562732186,4.40182926197006,Acrocephalidae,LC,5996672.74,11.5,6,Invertebrate,Migratory,No,0.56,1,10.13126092,2.297947971,Lower_risk
Acrocephalus rehsei,21.2,12,4.2,3.8,27.9,71.5,9.9,61.6,13.8,66,2,Insessorial,-0.55,-0.5,O,1,0,60,60,1,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,strong,Yes,1.55786142512815,0,Acrocephalidae,NT,18.3,20.1,3,Invertebrate,Sedentary,Yes,0.739850356,1.121414642,9.255327104,3.325052885,Lower_risk
Acrocephalus rimitarae,24.6,13.6,4.2,4.1,29.4,84.5,14.1,70.4,16.7,85,1,Insessorial,-22.66,-22.64,O,1,0,80,80,2,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,strong,Yes,0.622332977288478,0,Acrocephalidae,CR,6.84,26.5,3.52000000000002,Invertebrate,Sedentary,Yes,0.689560502,1.135727644,10.3197215,3.107846199,Higher_risk
Acrocephalus rodericanus,17.7,10.3,3.2,2.9,23.1,60.4,10.2,50.2,16.9,74.4,2,Insessorial,-19.72,-19.69,F,1,200,190,390,1,1,No,Passeriformes,Shrub,ArborealGleaning,NonCooperative,ExposedElevated,strong,Yes,0,0,Acrocephalidae,NT,2.73,11.8,3,Invertebrate,Sedentary,Yes,0.686507123,1.012377181,8.790013911,2.88673312,Lower_risk
Acrocephalus rufescens,20.7,11.9,4.5,4,27.8,72.3,10.8,61.5,14.9,69,3,Insessorial,-20.36,16.89,F,1,0,1000,1000,2,2,No,Passeriformes,Wetland,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,1.12818092792592,4.65109911787649,Acrocephalidae,LC,1400095.07,22.7,3,Invertebrate,Sedentary,No,0.689963057,1.268211015,10.3174462,3.243017357,Lower_risk
Acrocephalus schoenobaenus,14.9,8.2,2.9,2.8,20.9,65.4,18.4,46.9,28.2,48.9,3,Insessorial,36.21,71.12,FP,2,0,2500,2500,5,2,No,Passeriformes,Wetland,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.31387505119901,3.68637632389582,Acrocephalidae,LC,11967937.01,11.8,8,Invertebrate,Migratory,No,0.486971879,1,10.0915,2.292296221,Lower_risk
Acrocephalus scirpaceus,18.2,8.7,3.2,2.9,21.3,65.3,16,49.5,24.3,51.1,3,Insessorial,-34.84,65.09,FP,2,0,2600,2600,5,4,No,Passeriformes,Wetland,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.38031006963137,4.22537282462851,Acrocephalidae,LC,15112845.4,12.3,5,Invertebrate,Migratory,No,0.574333333,1.000574468,14,2.848356296,Lower_risk
Acrocephalus sechellensis,17.7,10.2,4,3.3,24,65.8,7.8,58.4,11.8,60.6,2,Insessorial,-4.35,-4.21,M,1,0,500,500,2,1,No,Passeriformes,Shrub,ArborealGleaning,Cooperative,ExposedElevated,strong,Yes,0,0,Acrocephalidae,NT,1.59,15.9,3,Invertebrate,Sedentary,Yes,0.893,1.276814713,17,6.715330161,Lower_risk
Acrocephalus stentoreus,24.6,14.7,4.4,4.6,27.3,80.1,18.2,62.1,22.6,74.5,3,Insessorial,5.92,47.28,E,2,0,3000,3000,6,3,No,Passeriformes,Wetland,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.2274575012325,4.80320103648723,Acrocephalidae,LC,4179062.95,24.2,6,Invertebrate,PartiallyMigratory,No,0.58152589,1.099833882,10.6,2.461103764,Lower_risk
Acrocephalus syrinx,24.8,14.2,4.5,4.2,26.1,76,12.3,63.4,16.3,71.4,2,Terrestrial,5.26,7.46,O,1,0,700,700,3,1,No,Passeriformes,Forest,GroundForaging,NonCooperative,ExposedElevated,strong,Yes,1.11937322132261,0,Acrocephalidae,LC,562.18,34,2,Invertebrate,Sedentary,Yes,0.732582854,1.121414642,9.400071051,3.278542502,Lower_risk
Acrocephalus taiti,20.5,12.1,4.1,4,29.5,82,13.9,68.1,17,78,1,Insessorial,-24.42,-24.33,O,3,0,30,30,3,3,No,Passeriformes,Forest,ArborealGleaning,Cooperative,ExposedElevated,strong,Yes,0.642114135151817,0,Acrocephalidae,VU,44.55,24.3,3,Invertebrate,Sedentary,Yes,0.875,1.163179813,10.19236886,4.593267246,Higher_risk
Acrocephalus tangorum,14.5,8.6,3.6,2.8,21.6,53.5,10.3,43.1,19.4,53.2,2,Insessorial,45.42,53.16,IP,2,0,500,500,1,1,No,Passeriformes,Wetland,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.03555807634162,3.44041809481544,Acrocephalidae,VU,753054.77,8,4.9,Invertebrate,Migratory,No,0.593195479,1.035259587,10.08254598,2.4392017,Higher_risk
Acrocephalus vaughani,20.4,11.8,4.2,4,27.9,77.4,13.3,64.7,17.1,71.4,1,Insessorial,-25.08,-25.06,O,3,0,347,347,2,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,strong,Yes,0,0,Acrocephalidae,EN,4.8,24.4,3,Invertebrate,Sedentary,Yes,0.720617318,1.164287182,10.22017515,3.351175362,Higher_risk
Acropternis orthonyx,22.9,10.4,4.5,6.5,36.4,94.8,5.2,89.9,5.5,88.9,1,Insessorial,-5.46,9.74,L,1,2500,1400,3900,3,2,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,1.40438893912321,4.91559174540936,Rhinocryptidae,LC,112912,89.9,2.05555555555556,Invertebrate,Sedentary,No,0.752209073,1.47422322,10.4108106,3.894235927,Lower_risk
Acryllium vulturinum,39.7,27,15.4,16.1,94.2,300.1,59.6,238,19.9,273.4,2,Terrestrial,-5.42,9.55,F,1,0,1900,1900,6,4,No,Galliformes,Shrub,GroundForaging,NonCooperative,ExposedGround,weak,No,0.562341325190349,2.83321334405622,Numididae,LC,1226666.24,1330,8,Herbivore,Sedentary,No,0.392683255,1.055792944,11.50462482,2.541024858,Lower_risk
Actenoides bougainvillei,52,37.4,14,15.9,20.3,129,24.4,104.6,18.9,96.5,1,Insessorial,-6.88,-5.41,A,1,900,200,1100,1,2,No,Coraciiformes,Forest,AerialSallying,NonCooperative,Cavity,strong,No,0.531829589694499,1.84054963339749,Alcedinidae,LC,6382.98,188,3.76562499999999,Invertebrate,Sedentary,Yes,0.780260578,1.65415192,17.98210448,4.950919286,Lower_risk
Actenoides concretus,48.9,37.5,12.8,13.4,14.9,110.8,23.7,87,21.5,58.5,1,Insessorial,-6.11,12.95,I,1,0,1200,1200,1,3,No,Coraciiformes,Forest,AerialSallying,NonCooperative,Cavity,strong,No,1.03102598477122,3.67630067190708,Alcedinidae,NT,1024430.32,73.5,2,Invertebrate,Sedentary,No,0.751733803,1.627250774,20,5.187716227,Lower_risk
Actenoides hombroni,46.7,36.5,13.4,14.6,17.5,120.4,26.9,92.4,22.5,96,1,Insessorial,5.86,9.83,I,1,1000,1400,2400,1,2,No,Coraciiformes,Forest,AerialSallying,NonCooperative,Cavity,strong,No,1.06157560586068,4.90823336047817,Alcedinidae,LC,24714.25,117,3.76562499999999,Invertebrate,Sedentary,Yes,0.758111272,1.551166996,15.3434155,4.389171066,Lower_risk
Actenoides lindsayi,46.5,34.6,12.5,13.2,18.3,106,21.4,85.1,20.1,81.2,1,Insessorial,9.04,18.65,I,1,0,1200,1200,3,2,No,Coraciiformes,Forest,AerialSallying,NonCooperative,Cavity,strong,No,1.2080777921693,5.49182611273256,Alcedinidae,LC,106620.85,92.8,3.76562499999999,Invertebrate,Sedentary,Yes,0.738758641,1.483523963,14.93341558,4.149861076,Lower_risk
Actenoides monachus,52.1,39.2,13.1,15,22.4,140.4,27,114.7,19.1,110.9,1,Insessorial,-3.57,1.76,W,1,0,1100,1100,1,1,No,Coraciiformes,Forest,AerialSallying,NonCooperative,Cavity,strong,No,0.880111736793393,4.54435804659133,Alcedinidae,NT,72249.86,150,3.76562499999999,Invertebrate,Sedentary,Yes,0.761719594,1.52192249,14.77184418,4.401714985,Lower_risk
Actenoides princeps,45.1,33.2,11.8,13.1,19.4,113.1,25.6,86.1,23,88.5,1,Insessorial,-5.53,1.71,IA,1,900,1100,2000,1,2,No,Coraciiformes,Forest,AerialSallying,NonCooperative,Cavity,strong,No,0.733836821584642,3.6988297849671,Alcedinidae,LC,100980.44,105,4,Invertebrate,Sedentary,Yes,0.699124416,1.495334972,13.20905498,3.69385237,Lower_risk
Actinodura egertoni,17.2,8.9,4.3,5.2,28.6,85,9.1,74.6,10.8,112,1,Insessorial,20.37,29.19,I,2,600,2000,2600,2,3,No,Passeriformes,Shrub,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,0.936747798897447,4.21950770517611,Leiotrichidae,LC,262348.96,36,4,Invertebrate,Sedentary,No,0.653927496,1.258874532,9.291527634,2.947250543,Lower_risk
Actinodura ramsayi,20.3,10.8,4.6,6.1,28.7,88.5,6.2,79.8,7.2,121.5,1,Insessorial,17.82,20.38,I,2,1200,900,2100,3,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,1.13678705056488,4.14472076954717,Leiotrichidae,LC,58116.07,38.4,2,Invertebrate,PartiallyMigratory,No,0.716542015,1.432025249,9.921818246,3.589890562,Lower_risk
Actinodura sodangorum,18.2,10.3,4.7,5.6,31,85.5,13,72.5,15.2,123.5,1,Insessorial,14.67,16.21,I,1,1000,1400,2400,4,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,0.785137822485261,1.98787434815435,Leiotrichidae,NT,10456.81,38.4,3.0287356321839,Invertebrate,Sedentary,No,0.688438912,1.249478465,9.169568267,3.1352409469999998,Lower_risk
