original_name,standardized_name,Agriculture,Energy,Transportation,Biological_use_hunting,Invasive_species,Climate_change,Number_of_threats,Primary_lifestyle,Beak_length_culmen,Beak_depth,Tarsus_length,Wing_length,Hand_wing_index,Tail_length,Minimum_latitude,Maximum_latitude,Island_restricted_breeding,Realm,Latitudinal_range,Minimum_elevation,Elevational_range,Maximum_elevation,Habitat_breadth,Diet_breadth,Adult_survival_annual,Generation_length,Foraging_strategy,Nest_placement,Territoriality,Night_lights,Human_population_density,Order,Family,Range_size,Body_mass,IUCN_status,Clutch_size,Diet,Habitat,Migration,Extinction_risk
Calherodius leuconotus,Gorsachius leuconotus,1,0,0,0,0,0,3,Terrestrial,73.7,15.4,75.2,247.8,25.6,101.2,-34.21,16.27,0,F,2,0,1300,1300,5,3,0.739016367,4.833305161,GroundForaging,ExposedElevated,none,2.872693659,49.8,PELECANIFORMES,Ardeidae,7860889.3,480.3,LC,5,AquaticAnimals,Riparian,PartiallyMigratory,Lower_risk
Nycticorax nycticorax,Nycticorax nycticorax,0,0,0,0,0,0,0,Terrestrial,80.5,18.6,69.2,285.7,33.1,95.8,-53.89,55.45,0,C,2,0,4816,4816,4,3,0.768520885,5.994405196,GroundForaging,ExposedElevated,none,3.633112803,94.5,PELECANIFORMES,Ardeidae,50345275.03,810,LC,8,AquaticAnimals,Wetland,Migratory,Lower_risk
Nycticorax caledonicus,Nycticorax caledonicus,0,0,0,0,0,0,0,Terrestrial,81.7,20.4,84.3,300,29.8,110.6,-43.25,18.65,0,AIW,2,0,1600,1600,6,4,0.801769661,7.304193911,GroundForaging,ExposedElevated,none,2.365935561,31.8,PELECANIFORMES,Ardeidae,7725707.62,856,LC,5,AquaticAnimals,Wetland,PartiallyMigratory,Lower_risk
Nyctanassa violacea,Nyctanassa violacea,0,0,0,0,0,0,0,Terrestrial,76.5,21.1,98.5,283.8,34.6,113.8,-30.98,45.87,0,LN,2,0,1000,1000,4,1,0.754424977,4.640267872,GroundForaging,ExposedElevated,none,4.672729843,72.8,PELECANIFORMES,Ardeidae,4196603.05,681.7,LC,8,AquaticAnimals,Coastal,PartiallyMigratory,Lower_risk
Butorides striata,Butorides striata,0,0,0,0,0,0,0,Terrestrial,69.2,11.2,49.7,175.9,29.8,63.6,-41.16,54.29,0,L,2,0,3000,3000,4,3,0.705641114,4.210398689,GroundForaging,ExposedElevated,none,3.230080368,92.2,PELECANIFORMES,Ardeidae,53556698.29,201.5,LC,5,AquaticAnimals,Wetland,Sedentary,Lower_risk
Ardeola ralloides,Ardeola ralloides,1,0,0,1,0,1,6,Terrestrial,72.8,11.8,59.4,213.1,32.4,75.8,-34.84,49.8,0,E,2,0,2000,2000,3,3,0.725658877,4.13754143,GroundForaging,ExposedElevated,none,2.854249248,41.6,PELECANIFORMES,Ardeidae,20358790,287,LC,7,AquaticAnimals,Wetland,Migratory,Lower_risk
Ardeola grayii,Ardeola grayii,0,0,0,0,0,0,0,Terrestrial,72.4,12.1,57.3,207.4,28.7,74,-0.69,35.13,0,IP,2,0,2150,2150,3,4,0.799295062,4.704252893,GroundForaging,ExposedElevated,none,4.032367566,358.5,PELECANIFORMES,Ardeidae,3285673.01,253,LC,5,AquaticAnimals,Wetland,PartiallyMigratory,Lower_risk
Ardeola bacchus,Ardeola bacchus,0,0,0,0,0,0,0,Terrestrial,72.9,12.2,56.2,213,26.8,73.4,17.81,46.6,0,IP,2,0,1450,1450,4,3,0.748457906,4.13144576,GroundForaging,ExposedElevated,none,4.321937091,268.3,PELECANIFORMES,Ardeidae,5458763.13,304.9,LC,8,AquaticAnimals,Wetland,PartiallyMigratory,Lower_risk
Ardeola idae,Ardeola idae,1,0,0,1,1,0,5,Terrestrial,68.3,12.7,60.4,226.8,32.7,88.6,-25.09,-9.34,0,FM,1,0,1800,1800,3,3,0.772878599,4.819638233,GroundForaging,ExposedElevated,none,2.528148486,28.3,PELECANIFORMES,Ardeidae,551800.88,253,EN,4,AquaticAnimals,Wetland,Sedentary,Higher_risk
Bubulcus ibis,Bubulcus ibis,0,0,0,0,0,0,0,Terrestrial,63.3,11.5,76.8,244.4,29.9,90.9,-55.98,58.29,0,CZ,2,0,1500,1500,8,3,0.75,6.069601865,GroundForaging,ExposedElevated,none,3.313574611,35.4,PELECANIFORMES,Ardeidae,62451101.72,366,LC,9,Omnivore,Grassland,PartiallyMigratory,Lower_risk
Ardea cinerea,Ardea cinerea,1,0,0,1,1,0,5,Terrestrial,138.9,25.4,137.9,441,34.6,169.1,-34.84,70.43,0,E,2,0,4000,4000,5,3,0.739639665,8.879565058,GroundForaging,ExposedElevated,none,3.356516648,79.5,PELECANIFORMES,Ardeidae,46421646.29,1443,LC,10,AquaticAnimals,Wetland,Sedentary,Lower_risk
Ardea herodias,Ardea herodias,0,0,0,0,0,0,0,Terrestrial,145.2,23.7,167.5,463.5,36.6,159.2,-1.41,61.14,0,LN,2,0,2500,2500,3,3,0.799252743,7.44001806,GroundForaging,ExposedElevated,none,3.964775797,26.7,PELECANIFORMES,Ardeidae,12219055.66,2523.4,LC,7,AquaticAnimals,Wetland,PartiallyMigratory,Lower_risk
Ardea cocoi,Ardea cocoi,0,0,0,0,0,0,0,Terrestrial,146.9,28.2,186.4,466.3,31.8,178.3,-47.49,12.17,0,L,2,0,2550,2550,4,3,0.785185238,6.402787337,GroundForaging,ExposedElevated,none,2.872693659,20.4,PELECANIFORMES,Ardeidae,14742289.16,1752.4,LC,5,AquaticAnimals,Wetland,Sedentary,Lower_risk
Ardea pacifica,Ardea pacifica,0,0,0,0,0,0,0,Terrestrial,88.2,16.1,131.3,385.2,40.8,161,-39.14,-10.69,0,A,2,0,1800,1800,2,3,0.847507134,6.949913148,GroundForaging,ExposedElevated,none,2.133852286,4,PELECANIFORMES,Ardeidae,6791074.14,881,LC,4,Omnivore,Wetland,PartiallyMigratory,Lower_risk
Ardea melanocephala,Ardea melanocephala,0,0,0,0,0,0,0,Terrestrial,103.8,22.3,137.6,391.3,36.3,146.5,-34.84,18.84,0,F,2,0,2300,2300,3,3,0.774054931,5.741404053,GroundForaging,ExposedElevated,none,2.582307291,33.4,PELECANIFORMES,Ardeidae,19067243.58,1060,LC,6,Omnivore,Wetland,Sedentary,Lower_risk
Ardea sumatrana,Ardea sumatrana,0,0,0,0,0,0,0,Terrestrial,173,27,156.8,453.5,28.8,160.2,-21.02,21.23,0,AIW,1,0,600,600,3,2,0.869864563,8.503833186,GroundForaging,ExposedElevated,none,2.902959053,79.2,PELECANIFORMES,Ardeidae,1764501.96,2024,LC,2,AquaticAnimals,Coastal,Sedentary,Lower_risk
Ardea goliath,Ardea goliath,0,0,0,0,0,0,0,Terrestrial,198.8,35.3,236.6,569.6,32.5,228.6,-32.6,31.92,0,F,2,0,2100,2100,2,3,0.859802361,9.192846916,GroundForaging,ExposedElevated,none,2.655673014,36.8,PELECANIFORMES,Ardeidae,17833051.09,4468,LC,5,AquaticAnimals,Wetland,Sedentary,Lower_risk
Ardea purpurea,Ardea purpurea,1,0,0,1,0,1,5,Terrestrial,125.9,19.6,117.5,349.7,33.9,113.2,-34.84,53.18,0,E,2,0,2000,2000,4,3,0.740866659,6.35162235,GroundForaging,ExposedElevated,none,3.398661813,118.4,PELECANIFORMES,Ardeidae,34922824.77,1064.5,LC,8,AquaticAnimals,Wetland,Migratory,Lower_risk
Ardea alba,Ardea alba,0,0,0,0,0,1,1,Terrestrial,126.3,18.1,141.6,378.8,32.1,140.5,-52.61,57.34,0,CZ,2,0,4000,4000,4,3,0.76432673,6.036657469,GroundForaging,ExposedElevated,none,3.20487857,44.8,PELECANIFORMES,Ardeidae,74898555.49,871.3,LC,6,AquaticAnimals,Wetland,PartiallyMigratory,Lower_risk
Ardea brachyrhyncha,Egretta intermedia,0,0,0,1,1,1,5,Terrestrial,77.2,14.4,110.1,305.4,25.9,120.8,-34.84,20.13,0,F,2,0,2350,2350,5,3,0.744583333,6.599671622,GroundForaging,ExposedElevated,none,3.542777642,174.7,PELECANIFORMES,Ardeidae,13389300.95,458.8,LC,4,AquaticAnimals,Wetland,PartiallyMigratory,Lower_risk
Ardea intermedia,Egretta intermedia,0,0,0,0,0,1,3,Terrestrial,90.4,14.1,104.2,303.4,32.7,117.8,-8.85,39.29,0,E,2,0,1450,1450,4,3,0.730742667,5.159377464,GroundForaging,ExposedElevated,none,3.542777642,174.7,PELECANIFORMES,Ardeidae,5469087.01,458.8,LC,6,AquaticAnimals,Wetland,PartiallyMigratory,Lower_risk
Ardea plumifera,Egretta intermedia,0,0,0,1,1,1,5,Terrestrial,77,13.2,99.7,283,34.5,111,-39.24,-0.51,0,A,2,0,1450,1450,4,3,0.744583333,6.599671622,GroundForaging,ExposedElevated,none,3.542777642,174.7,PELECANIFORMES,Ardeidae,5263522.29,458.8,LC,6,AquaticAnimals,Wetland,PartiallyMigratory,Lower_risk
Syrigma sibilatrix,Syrigma sibilatrix,0,0,0,0,0,0,0,Terrestrial,69.2,13.3,87.8,290,30.1,103.8,-37.58,10.14,0,L,2,0,500,500,4,2,0.772517723,5.090067553,GroundForaging,ExposedElevated,none,3.230080368,27.7,PELECANIFORMES,Ardeidae,4235220.19,463,LC,4,Omnivore,Wetland,PartiallyMigratory,Lower_risk
Pilherodius pileatus,Pilherodius pileatus,0,0,0,0,0,0,0,Terrestrial,89.1,17.5,91.8,272.8,25.9,96,-26.85,11.9,0,L,1,0,900,900,5,3,0.786378479,5.634150731,GroundForaging,ExposedElevated,weak,2.5898446,10,PELECANIFORMES,Ardeidae,10271266.32,568.6,LC,4,AquaticAnimals,Wetland,Sedentary,Lower_risk
Egretta picata,Egretta picata,0,0,0,0,0,1,1,Terrestrial,67.7,11.6,75.9,225.8,37.9,85.6,-29.62,-3.1,0,AW,1,0,500,500,3,3,0.598952272,3.919328498,GroundForaging,ExposedElevated,none,2.257928138,9.9,PELECANIFORMES,Ardeidae,133125.33,259,LC,4,AquaticAnimals,Coastal,Sedentary,Lower_risk
Egretta novaehollandiae,Egretta novaehollandiae,0,0,0,0,0,0,0,Terrestrial,80.9,11.5,89,298.4,37.5,114.8,-48.02,-4.66,0,AWZ,2,0,1500,1500,5,3,0.679789534,5.646676954,GroundForaging,ExposedElevated,none,2.512192481,11.9,PELECANIFORMES,Ardeidae,2680426.22,558.6,LC,5,AquaticAnimals,Wetland,Sedentary,Lower_risk
Egretta rufescens,Egretta rufescens,0,0,1,1,1,1,7,Terrestrial,101.5,15.3,144.5,313.2,37.2,103,10.7,32.24,0,LN,2,0,50,50,2,1,0.634186502,8.27913135,GroundForaging,ExposedElevated,none,4.659962616,81.9,PELECANIFORMES,Ardeidae,349145.57,614,NT,4,AquaticAnimals,Coastal,Sedentary,Lower_risk
Egretta ardesiaca,Egretta ardesiaca,0,0,0,0,0,0,1,Terrestrial,68.8,10.3,80.4,245.2,21.1,87.6,-31.66,17.8,0,FM,2,0,1600,1600,1,2,0.642852675,4.911087375,GroundForaging,ExposedElevated,none,2.683866678,45.7,PELECANIFORMES,Ardeidae,8505004.79,324,LC,4,AquaticAnimals,Wetland,Sedentary,Lower_risk
Egretta vinaceigula,Egretta vinaceigula,1,0,0,1,1,1,7,Terrestrial,62.2,9.5,80,228,32.5,82.5,-20.74,-17.52,0,F,1,0,1400,1400,2,3,0.59601817,3.798226386,GroundForaging,ExposedElevated,none,2.20395395,3.5,PELECANIFORMES,Ardeidae,110075.11,288,VU,4,AquaticAnimals,Wetland,PartiallyMigratory,Higher_risk
Egretta tricolor,Egretta tricolor,0,0,0,0,0,0,0,Terrestrial,102.7,13,96.8,248.8,35.5,94.5,-14.22,42.22,0,LN,2,0,1000,1000,3,3,0.601335468,5.300525251,GroundForaging,ExposedElevated,none,5.112966802,119.5,PELECANIFORMES,Ardeidae,1369046.69,372.3,LC,5,AquaticAnimals,Coastal,PartiallyMigratory,Lower_risk
Egretta caerulea,Egretta caerulea,0,0,0,0,0,0,0,Terrestrial,78.1,12.6,92,257.8,38,88,-27.37,42.25,0,LN,2,0,1700,1700,3,3,0.597364293,3.463573215,GroundForaging,ExposedElevated,none,3.829272384,49.4,PELECANIFORMES,Ardeidae,5634382.17,338.6,LC,5,AquaticAnimals,Wetland,Sedentary,Lower_risk
Egretta thula,Egretta thula,0,0,0,0,0,0,0,Terrestrial,86.3,12,93.3,252.8,31.9,110.3,-43.4,45.35,0,LN,2,0,1280,1280,4,2,0.654512167,4.106743696,GroundForaging,ExposedElevated,none,3.503085089,29.8,PELECANIFORMES,Ardeidae,19270773.23,371,LC,6,AquaticAnimals,Wetland,PartiallyMigratory,Lower_risk
Egretta garzetta,Egretta garzetta,0,0,0,0,0,0,0,Terrestrial,94.6,11.3,98.8,252.5,33.1,94.2,-43.64,55.12,0,EZ,2,0,2270,2270,5,3,0.712,4.243232507,GroundForaging,ExposedElevated,none,3.380025607,108,PELECANIFORMES,Ardeidae,34141787.35,312,LC,7,AquaticAnimals,Wetland,PartiallyMigratory,Lower_risk
Egretta gularis,Egretta gularis,0,0,0,1,0,0,1,Terrestrial,91.7,12.5,95.2,261,34.1,91,-25.61,41.32,0,FI,1,0,300,300,3,3,0.642703651,4.343021504,GroundForaging,ExposedElevated,none,3.732840131,77.1,PELECANIFORMES,Ardeidae,2265036.6,312,LC,7,AquaticAnimals,Coastal,PartiallyMigratory,Lower_risk
Egretta sacra,Egretta sacra,0,0,0,0,0,0,0,Terrestrial,82.5,12.8,67.5,262.6,32.9,86.4,-49.72,42.19,0,IPZ,2,0,400,400,4,3,0.65295178,4.080307536,GroundForaging,ExposedElevated,none,3.809433955,147.8,PELECANIFORMES,Ardeidae,4099474.31,502,LC,6,AquaticAnimals,Coastal,PartiallyMigratory,Lower_risk
Egretta eulophotes,Egretta eulophotes,1,1,1,1,1,0,9,Terrestrial,80.4,13,81.6,250.6,36.4,86.4,25.35,43.51,0,IP,2,0,500,500,5,2,0.659907719,5.243414237,GroundForaging,ExposedElevated,none,5.78704352,440.1,PELECANIFORMES,Ardeidae,114002.97,461.8,VU,5,AquaticAnimals,Coastal,Migratory,Higher_risk
Scopus umbretta,Scopus umbretta,0,0,0,0,0,0,0,Terrestrial,84.5,22.2,65.6,293.2,36.1,154.1,-34.84,20.89,0,F,1,0,2400,2400,3,3,0.726783789,4.487670121,GroundForaging,Cavity,weak,2.612178609,34.3,PELECANIFORMES,Scopidae,19881333.45,472,LC,6,Omnivore,Wetland,PartiallyMigratory,Lower_risk
Pelecanus crispus,Pelecanus crispus,1,1,1,1,1,0,8,Aquatic,414,48.5,115.2,687,43.3,197.9,30,57.39,0,P,3,0,500,500,3,1,0.894429068,13.23602572,AquaticSurface,ExposedGround,none,2.567088073,12.2,PELECANIFORMES,Pelecanidae,3326029.46,9512.1,NT,6,AquaticAnimals,Wetland,PartiallyMigratory,Lower_risk
Pelecanus philippensis,Pelecanus philippensis,1,1,0,1,1,0,7,Aquatic,334.2,45.1,86.9,562.8,41.5,173.5,-5.36,28.64,0,I,1,0,500,500,5,1,0.843620844,9.754679464,AquaticSurface,ExposedElevated,none,4.013724772,416.3,PELECANIFORMES,Pelecanidae,1380714.42,5011,NT,4,AquaticAnimals,Wetland,Sedentary,Lower_risk
Pelecanus rufescens,Pelecanus rufescens,1,0,0,1,0,0,5,Aquatic,371.3,42.9,100.5,583,43.3,174.5,-31.42,25.29,0,F,2,0,500,500,3,1,0.891356254,10.22818586,AquaticSurface,ExposedElevated,none,2.619533602,33.7,PELECANIFORMES,Pelecanidae,14141336.63,5419.6,LC,3,AquaticAnimals,Wetland,Sedentary,Lower_risk
Pelecanus onocrotalus,Pelecanus onocrotalus,1,1,1,1,0,1,8,Aquatic,359,49.1,128.5,646.4,42.1,160.8,-34.84,54.73,0,C,2,0,1372,1372,3,1,0.89389847,14.69613686,AquaticSurface,ExposedGround,none,3.318387019,66.4,PELECANIFORMES,Pelecanidae,810182.64,9322.3,LC,3,AquaticAnimals,Wetland,PartiallyMigratory,Lower_risk
Pelecanus erythrorhynchos,Pelecanus erythrorhynchos,0,0,0,0,0,0,0,Aquatic,319.8,38.8,115.9,561,44.9,146.2,25.33,59.62,0,LN,2,0,1300,1300,3,1,0.879725044,15.03473199,AquaticSurface,ExposedGround,none,2.973365714,6.4,PELECANIFORMES,Pelecanidae,1206894.35,5608.5,LC,6,AquaticAnimals,Wetland,PartiallyMigratory,Lower_risk
Fregata ariel,Fregata ariel,0,0,0,0,1,1,3,Aerial,91.4,17.2,14.9,513,64.6,277,-33.44,31.84,0,C,1,0,2750,2750,2,2,0.882978109,12.45086683,AerialScreaning,ExposedElevated,none,1.729310125,287.7,SULIFORMES,Fregatidae,94658392.52,804.3,LC,1,AquaticAnimals,Sea,Migratory,Lower_risk
Fregata minor,Fregata minor,0,0,0,0,0,1,2,Aerial,116.8,21.8,19.6,567.8,64.2,396.5,-27.65,28.22,0,C,2,0,150,150,2,2,0.895579,17.18282856,AerialScreaning,ExposedElevated,none,3.829272384,141.5,SULIFORMES,Fregatidae,24816.16,1274.7,LC,1,AquaticAnimals,Sea,Migratory,Lower_risk
Fregata andrewsi,Fregata andrewsi,1,1,0,1,1,1,6,Aerial,124.8,22.2,29.1,618.8,62.5,401.8,-10.47,-10.42,1,I,1,0,200,200,2,2,0.887446465,12.44557811,AerialScreaning,ExposedElevated,none,1,1,SULIFORMES,Fregatidae,1.89,1473.1,VU,1,AquaticAnimals,Sea,Migratory,Higher_risk
Fregata magnificens,Fregata magnificens,0,0,0,1,0,0,3,Aerial,121.9,22.5,28.9,642,64,439.8,-27.66,27.33,0,C,1,0,0,0,4,2,0.899579593,12.58221354,AerialScreaning,ExposedElevated,none,2.932662264,350.5,SULIFORMES,Fregatidae,191468.89,1490.5,LC,1,AquaticAnimals,Sea,Migratory,Lower_risk
Fregata aquila,Fregata aquila,0,0,0,1,1,0,2,Aerial,97.2,19.9,24.9,568.4,63.8,385,-16.92,-1.18,1,F,1,0,0,0,3,2,0.901653845,12.30469012,AerialScreaning,ExposedGround,none,1,1,SULIFORMES,Fregatidae,2548973.33,1620,VU,1,AquaticAnimals,Sea,Migratory,Higher_risk
Papasula abbotti,Papasula abbotti,0,1,1,1,1,1,7,Aerial,118.8,37.7,46.1,442.4,64.6,204.8,-13.26,-7.67,1,AI,1,0,260,260,1,1,0.909544349,10.57499752,AquaticPlunge,ExposedElevated,none,2.318444334,1,SULIFORMES,Sulidae,677593.38,1550.7,EN,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Morus bassanus,Morus bassanus,0,1,1,1,0,0,4,Aerial,98.7,32,60,485.8,62.1,206.2,16.59,73.73,0,NP,4,0,200,200,3,2,0.94,15.03603245,AquaticPlunge,ExposedElevated,none,1.951777127,253.6,SULIFORMES,Sulidae,18270100.05,2998.7,LC,1,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Morus capensis,Morus capensis,0,1,0,1,1,1,6,Aerial,91,29.1,59.4,449.8,59.8,173,-33.84,-25.72,0,F,2,0,0,0,2,1,0.917778102,12.36914021,AquaticPlunge,ExposedGround,none,2.496004415,8.9,SULIFORMES,Sulidae,2.93,2643.4,EN,1,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Morus serrator,Morus serrator,0,0,0,1,0,0,1,Aerial,88.3,29.4,54.1,461,61.6,200.5,-46.68,-23.48,0,AZ,3,0,0,0,2,1,0.915274362,12.93457606,AquaticPlunge,ExposedGround,none,2.725060635,13.8,SULIFORMES,Sulidae,10238.62,2350,LC,1,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Sula sula,Sula sula,0,0,0,1,0,0,1,Aerial,79.3,25.9,35.2,366.8,62,193.8,-29.43,29.12,1,C,1,0,100,100,2,2,0.9,9.419887979,AquaticPlunge,ExposedElevated,none,1.702043503,197.5,SULIFORMES,Sulidae,122459893.2,1031.1,LC,1,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Sula leucogaster,Sula leucogaster,0,0,0,1,1,0,4,Aerial,100.9,30.1,35.7,388.6,59.3,204.4,-30.4,34.99,0,C,1,0,15,15,3,2,0.93,11.58103036,AquaticPlunge,ExposedElevated,none,1.754776196,113.6,SULIFORMES,Sulidae,26818777.48,1288.8,LC,3,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Sula nebouxii,Sula nebouxii,0,0,0,0,0,1,1,Aerial,99.8,29.9,51.6,410.4,57.5,212.2,-22.4,32.29,0,LN,2,0,100,100,3,1,0.877392597,9.578962811,AquaticPlunge,ExposedGround,none,1.702043503,55.4,SULIFORMES,Sulidae,4287194.46,1520.1,LC,3,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Sula variegata,Sula variegata,0,1,0,0,0,1,2,Aerial,88.9,29.5,48.4,370.4,54.6,161.4,-37.75,-3.99,0,L,2,0,100,100,3,1,0.86534692,8.356579988,AquaticPlunge,ExposedGround,none,2.278572217,96.8,SULIFORMES,Sulidae,229733.56,1432.5,LC,4,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Sula dactylatra,Sula dactylatra,0,0,0,1,1,0,3,Aerial,96,34.2,54,412.2,62.4,171.2,-36.61,31.54,0,CZ,2,0,0,0,3,2,0.925,11.092777,AquaticPlunge,ExposedGround,none,1.702043503,167.5,SULIFORMES,Sulidae,130196617.9,1732.1,LC,2,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Sula granti,Sula granti,0,0,0,0,0,1,1,Aerial,102,34.5,55.5,416.8,56.4,182.5,-7.53,19.45,0,L,2,0,100,100,3,1,0.890446649,9.770148045,AquaticPlunge,ExposedGround,none,1.672582221,55.2,SULIFORMES,Sulidae,1390871.94,1732.1,LC,2,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Microcarbo coronatus,Microcarbo coronatus,0,0,0,0,1,0,3,Aquatic,34.6,10.2,39.1,205.8,34.2,138.4,-34.92,-19.66,0,F,3,0,0,0,2,2,0.849783213,6.924578672,AquaticDive,ExposedElevated,none,4.047210616,109.2,SULIFORMES,Phalacrocoracidae,20849.72,762.2,LC,3,AquaticAnimals,Coastal,PartiallyMigratory,Lower_risk
Microcarbo africanus,Microcarbo africanus,0,0,0,1,0,0,1,Aquatic,36.5,10.3,34.8,198.8,37.9,142.6,-34.84,20.87,0,F,2,0,500,500,4,2,0.811156312,5.71743665,AquaticDive,ExposedElevated,none,2.612178609,35.7,SULIFORMES,Phalacrocoracidae,17477574.05,545,LC,6,AquaticAnimals,Wetland,Sedentary,Lower_risk
Microcarbo pygmaeus,Microcarbo pygmaeus,1,0,0,1,0,0,4,Aquatic,36.6,12.1,36.1,201,31.8,142.4,29.94,47.87,0,P,3,0,500,500,3,1,0.753991913,5.096302422,AquaticDive,ExposedElevated,none,3.485241836,63.6,SULIFORMES,Phalacrocoracidae,617480.54,676,LC,8,AquaticAnimals,Wetland,PartiallyMigratory,Lower_risk
Microcarbo niger,Microcarbo niger,0,0,0,0,0,0,0,Aquatic,34.6,11.3,36,196.4,33.3,131.4,-8.78,33.03,0,I,1,0,500,500,3,2,0.739141946,4.498098572,AquaticDive,ExposedElevated,none,3.949571188,345.9,SULIFORMES,Phalacrocoracidae,3849008.88,427,LC,6,AquaticAnimals,Wetland,PartiallyMigratory,Lower_risk
Microcarbo melanoleucos,Microcarbo melanoleucos,1,0,0,0,0,0,2,Aquatic,37.4,11.4,37.6,218.8,36.8,153,-47.29,8.09,0,AZ,2,0,500,500,4,2,0.865033164,6.836960627,AquaticDive,ExposedElevated,none,2.471263095,17.2,SULIFORMES,Phalacrocoracidae,3114425.13,727.4,LC,5,AquaticAnimals,Wetland,Sedentary,Lower_risk
Poikilocarbo gaimardi,Phalacrocorax gaimardi,0,0,0,1,1,1,3,Aquatic,65.5,12.5,54.6,246.5,30,93.2,-50.56,-5.79,0,L,2,0,0,0,2,2,0.84704514,7.845365774,AquaticDive,ExposedElevated,none,2.042295033,49.2,SULIFORMES,Phalacrocoracidae,529277.9,1358.3,NT,4,AquaticAnimals,Coastal,Sedentary,Lower_risk
Leucocarbo magellanicus,Phalacrocorax magellanicus,0,0,0,1,0,0,2,Aquatic,51.5,10.4,54.5,250.4,34.3,132.4,-57.17,-43.17,0,L,3,0,0,0,3,2,0.845896732,7.743955179,AquaticDive,ExposedElevated,none,1.672582221,3.1,SULIFORMES,Phalacrocoracidae,467962.27,1483.4,LC,4,AquaticAnimals,Sea,Sedentary,Lower_risk
Leucocarbo atriceps,Leucocarbo atriceps,0,0,0,1,1,0,3,Aquatic,65.7,13.5,65.6,295.4,34.4,123.1,-67.4,-37.15,1,L,3,0,800,800,3,2,0.891465161,9.370514137,AquaticDive,ExposedGround,none,2.215040591,6,SULIFORMES,Phalacrocoracidae,351758.17,2000,LC,5,AquaticAnimals,Sea,PartiallyMigratory,Lower_risk
Leucocarbo chalconotus,Leucocarbo chalconotus,0,0,0,1,0,0,2,Aquatic,65.8,14.1,65.5,283.4,33.9,113.6,-47.4,-44.5,1,Z,3,0,0,0,3,2,0.883945187,9.413387987,AquaticDive,ExposedElevated,none,2.042295033,25.8,SULIFORMES,Phalacrocoracidae,13812.17,2220.1,VU,3,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Leucocarbo onslowi,Leucocarbo onslowi,0,0,0,1,1,1,4,Aquatic,62.9,12.7,64.1,259,35.8,103,-44.57,-43.53,1,Z,3,0,0,0,3,1,0.872160565,8.62267579,AquaticDive,ExposedElevated,none,1.604594063,3.3,SULIFORMES,Phalacrocoracidae,7234.21,2072.7,CR,3,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Leucocarbo campbelli,Leucocarbo campbelli,0,0,0,0,1,0,1,Aquatic,59.3,11.7,62.1,261,33.4,123.8,-52.7,-52.37,1,Z,3,0,0,0,3,2,0.879373724,8.575862372,AquaticDive,ExposedElevated,none,1.604594063,1,SULIFORMES,Phalacrocoracidae,884.1,1897.4,VU,3,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Leucocarbo ranfurlyi,Leucocarbo ranfurlyi,0,0,0,0,1,1,2,Aquatic,65.9,12.6,66.6,261.8,32.2,115,-47.94,-47.48,1,Z,3,0,0,0,3,2,0.908232827,10.27927823,AquaticDive,ExposedElevated,none,1.604594063,1,SULIFORMES,Phalacrocoracidae,2064.16,2500,VU,3,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Leucocarbo colensoi,Leucocarbo colensoi,0,0,0,0,1,0,1,Aquatic,63,12.4,60.8,273.5,36,124.2,-51.15,-50.27,1,Z,3,0,0,0,3,2,0.894649797,9.197816116,AquaticDive,ExposedElevated,none,1.563948316,1,SULIFORMES,Phalacrocoracidae,5303.43,2000,VU,3,AquaticAnimals,Sea,PartiallyMigratory,Higher_risk
Nannopterum auritum,Phalacrocorax auritus,0,0,0,0,0,0,1,Aquatic,68.2,17,64.2,311.8,40.8,154.2,17.27,62.43,0,N,3,0,2000,2000,4,1,0.831382904,7.21950274,AquaticDive,ExposedElevated,none,3.860752945,26.9,SULIFORMES,Phalacrocoracidae,4311610.21,1806.5,LC,4,AquaticAnimals,Coastal,PartiallyMigratory,Lower_risk
Nannopterum brasilianum,Phalacrocorax brasilianus,0,0,0,1,0,0,1,Generalist,62.6,14.9,48.7,275.4,32.4,187.2,-55.98,34.12,0,LN,2,0,4000,4000,4,2,0.834102746,5.464667654,ForagingGeneralist,ExposedElevated,none,2.99051351,24.7,SULIFORMES,Phalacrocoracidae,18288655.94,1239.3,LC,7,AquaticAnimals,Wetland,Sedentary,Lower_risk
