Species1,extinction_risk,Primary.Lifestyle,RLM,Nest_Type,Nest_SBS,Flightlessness,Order,Foraging,MatingSystem,NestPlacement,Territoriality,IslandDwelling,Family,Diet,Habitat_cat,Migration,IslandEndemic,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand.Wing.Index,Tail.Length,Habitat.Density,Min.Latitude,Max.Latitude,LAT,Elevational.Range,HB,DB,LogNightLights,LogHumanPopulationDensity,Range_size,Body_mass,Clutch_size
Chalcites crassirostris,Lower_risk,Insessorial,W,NO,T,No,Cuculiformes,ArborealGleaning,NonCooperative,ExposedElevated,none,No,Cuculidae,Invertebrate,Forest,Sedentary,Yes,17.8,10.7,5.2,4.4,16.4,86,34.2,51.8,39.8,57,1,-8.06,-5.3,1,891.1720667,5,1,0.694893038,3.178771861,4749.84,18.6,1.973394814
Chalcites lucidus,Lower_risk,Insessorial,AWZ,NO,T,No,Cuculiformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Cuculidae,Invertebrate,Forest,Sedentary,No,18.3,10.5,5.8,4.7,17.6,102.8,45.2,57.6,44,67.5,2,-47.29,-9.75,2,1920,6,1,0.948271727,2.743502116,2736789.25,24.4,3.023171661
Chalcites megarhynchus,Lower_risk,Insessorial,A,NO,T,No,Cuculiformes,AerialSallying,NonCooperative,ExposedElevated,strong,No,Cuculidae,Invertebrate,Forest,Sedentary,No,23.3,18.5,6.2,6.4,15.4,97,28.1,68.9,29,73,1,-10.1,0.11,1,70,1,1,0.642340568,2.180762152,152360.64,31.5,1.836183643
Chalcites meyerii,Lower_risk,Insessorial,A,NO,T,No,Cuculiformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Cuculidae,Invertebrate,Forest,Sedentary,No,17.1,10.5,4.1,4.5,15.9,90.2,29.4,60.8,32.6,62.2,1,-10.73,-0.34,1,1500,2,1,0.650078094,2.241741077,513273.66,19.4,1.882771756
Chalcites minutillus,Lower_risk,Insessorial,AIW,NO,T,No,Cuculiformes,ArborealGleaning,NonCooperative,ExposedElevated,none,No,Cuculidae,Invertebrate,Forest,Sedentary,No,18.8,12.2,5.1,4.7,14.7,93.2,35.4,58.5,37.7,59.6,1,-31.45,11.31,1,2000,6,1,0.946938867,3.596025055,2896885.75,18.6,2.737465005
Chalcites osculans,Lower_risk,Insessorial,A,NO,S-T,No,Cuculiformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Cuculidae,Invertebrate,Shrub,Sedentary,No,18.4,11.5,4.8,5.1,18.8,115.2,45.4,68.8,39.8,86.4,2,-38.86,-10.9,2,910.81246,3,1,0.744843796,1.273796064,7041722.87,30.9,2.731182015
Chalcites ruficollis,Lower_risk,Insessorial,A,NO,T,No,Cuculiformes,ArborealGleaning,NonCooperative,ExposedElevated,none,No,Cuculidae,Invertebrate,Forest,Sedentary,No,16.8,11,4.7,4.5,17.9,95,36.2,58.8,38.1,62,1,-10.24,-0.8,1,1000,1,1,0.657280308,2.442947961,156338.37,21,1.804044933
Chalcomitra adelberti,Lower_risk,Insessorial,F,PN,T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Nectariniidae,Nectar,Forest,Sedentary,No,19.8,13.9,3.1,2.7,15.4,60.7,11.3,48.5,18.9,36.8,2,4.28,12.66,1,1000,2,2,1.195109069,4.885072071,915043.57,9.8,4
Chalcomitra amethystina,Lower_risk,Insessorial,F,PN,T-B,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Nectariniidae,Omnivore,Woodland,PartiallyMigratory,No,24.8,18.3,3.7,3.4,15.6,65.1,10.1,54.7,15.6,42.1,2,-34.49,4.41,2,2200,6,2,1.069837518,3.569532696,3590561.92,13.7,4
Chalcomitra balfouri,Lower_risk,Insessorial,F,DM,S-T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Nectariniidae,Omnivore,Forest,Sedentary,Yes,21.3,15.7,3.2,3.3,19.2,59.8,8.9,51,14.8,47.5,2,12.3,12.71,1,1370,2,4,0.668740305,2.610069793,3622.4,11,3
Chalcomitra fuliginosa,Lower_risk,Insessorial,F,PN,T-S-P,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Nectariniidae,Omnivore,Shrub,Sedentary,No,24.4,17.6,3.6,3.1,16.3,65.6,11,53.5,17,42.8,2,-11.15,8.3,1,500,5,2,1.330105485,5.040194096,263939.43,11.9,2
Chalcomitra hunteri,Lower_risk,Insessorial,F,DM,T-B,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Nectariniidae,Omnivore,Shrub,Sedentary,No,26.8,20.6,3.5,3.1,17,66.8,9.7,57,14.6,44.5,2,-5,10.53,1,1500,2,3,0.547722558,2.884800713,1422643.43,11.8,2
Chalcomitra rubescens,Lower_risk,Insessorial,F,PN,S-T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Nectariniidae,Omnivore,Forest,Sedentary,No,21.2,16.2,3.5,2.9,15.9,64.6,11.6,53.4,17.7,41.8,2,-12.25,10.21,1,1500,6,3,0.92115587,3.471966453,2910535.16,10.3,2
Chalcomitra senegalensis,Lower_risk,Insessorial,F,DM,T-S-B,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Nectariniidae,Nectar,Woodland,PartiallyMigratory,No,25.5,16.6,3.3,2.9,16.3,67.3,11.8,55.7,17.4,46.3,2,-31.44,16.69,1,1700,5,2,1.012272234,3.751854253,9424883.18,12.2,3
Chalcoparia singalensis,Lower_risk,Insessorial,I,PN,S,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Nectariniidae,Invertebrate,Forest,Sedentary,No,15,10.9,3.2,3.4,16.1,51.9,6.7,45.1,12.8,42.8,1,-8.78,27.76,1,1000,5,3,1.253644034,5.160777953,2829894.28,8.2,2
Chalcophaps indica,Lower_risk,Generalist,AIW,PL,S-T,No,Columbiformes,GroundForaging,NonCooperative,ExposedElevated,none,No,Columbidae,Seed,Forest,Sedentary,No,20.9,11.3,3.1,4.2,25.8,143.9,40,100.1,28.7,83.9,1,-10.58,29.54,2,2200,6,3,1.272258388,5.081404365,4704607.55,136.5,2
Chalcophaps longirostris,Lower_risk,Generalist,A,CP,S-T,No,Columbiformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Columbidae,Seed,Forest,Sedentary,No,22.7,10.7,2.8,4,25.9,152,48.7,103.3,32,87,1,-37,-3.73,2,1300,2,2,0.932993084,2.658655552,639179.72,136.5,2
Chalcophaps stephani,Lower_risk,Generalist,AW,PL,S-T,No,Columbiformes,GroundForaging,NonCooperative,ExposedElevated,none,No,Columbidae,Seed,Forest,Sedentary,No,20.7,9.5,2.6,3.8,24.8,136,43.9,91.6,32.4,84.4,3,-10.91,1.76,1,750,2,2,0.684866101,3.100092289,866814.34,129,2
Chalcopsitta atra,Lower_risk,Insessorial,A,CV,T,No,Psittaciformes,ArborealGleaning,NonCooperative,Cavity,none,No,Psittacidae,Nectar,Savanna,Sedentary,No,29.7,22.7,14,25.1,23.1,177,73.1,109.4,40.1,121,3,-4.11,-0.34,1,500,7,1,0.740082804,2.549445171,77414.23,195,2
Chalcopsitta cardinalis,Lower_risk,Insessorial,A,CV,T,No,Psittaciformes,ArborealGleaning,NonCooperative,Cavity,none,No,Psittacidae,Nectar,Forest,Sedentary,Yes,25.7,19.8,12.3,21.6,20.4,171.4,74.9,96.3,43.7,141.8,1,-10.91,-2.6,1,1200,3,2,0.562341325,2.57261223,35346.62,183,3.46744186
Chalcopsitta duivenbodei,Lower_risk,Insessorial,A,CV,T,No,Psittaciformes,ArborealGleaning,NonCooperative,Cavity,none,No,Psittacidae,Nectar,Forest,Sedentary,No,27.4,21.8,12.9,22.4,20.9,170.4,64.7,105.7,38,131,1,-5.68,-1.47,1,200,1,1,0.668740305,2.541601993,63546.37,218,2
Chalcopsitta scintillata,Lower_risk,Insessorial,A,CV,T,No,Psittaciformes,ArborealGleaning,NonCooperative,Cavity,none,No,Psittacidae,Nectar,Savanna,Sedentary,No,28.6,21.4,12.5,22.1,22.5,167.8,69.6,98.4,41.4,110.4,2,-10.1,-3.78,1,800,5,1,0.677976299,2.272234721,311563.34,190,3.056594694
Chalcopsitta sintillata,Lower_risk,Insessorial,A,CV,T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,none,No,Psittacidae,Nectar,Terrestrial,Sedentary,No,30.56243333,18.16450654,8.373855778,10.63471978,33.27401689,156.2854982,35.92676311,119.9017498,24.33417029,112.0854893,2.045495556,-6.183047756,2.017420486,1.0225,853.6585191,2.836771111,1.96054,0.611690885,1.704748092,311564.2,190,3.46744186
Chalcostigma herrani,Lower_risk,Aerial,L,CP,S,No,Caprimulgiformes,AerialScreaning,NonCooperative,ExposedElevated,none,No,Trochilidae,Nectar,Grassland,Sedentary,No,16.4,10.7,1.7,1.5,6,67.6,42.5,25.1,62.9,50.6,3,-5.36,4.72,1,1000,3,2,1.355904728,4.458987676,75956.84,5.8,2
Chalcostigma heteropogon,Lower_risk,Aerial,L,CP,S,No,Caprimulgiformes,AerialScreaning,NonCooperative,ExposedElevated,none,No,Trochilidae,Nectar,Forest,Sedentary,No,15.8,11.4,1.5,1.6,6.2,70.7,43.9,26.7,62.2,58.2,3,4.01,8.04,1,900,5,2,1.511532974,5.71636959,29042.28,6.1,2
Chalcostigma olivaceum,Lower_risk,Aerial,L,CP,R,No,Caprimulgiformes,AerialScreaning,NonCooperative,ExposedElevated,none,No,Trochilidae,Nectar,Forest,Sedentary,No,15.3,10.3,1.7,1.6,7.9,81.4,49.1,32.2,60.3,57.2,3,-16.68,-8.78,1,1600,4,2,0.951597874,3.660994251,65218.73,8.2,2
Chalcostigma ruficeps,Lower_risk,Aerial,L,CP,T,No,Caprimulgiformes,AerialScreaning,NonCooperative,ExposedElevated,none,No,Trochilidae,Nectar,Forest,Sedentary,No,15.8,11.6,2,1.9,5.4,57.9,36,22.1,61.9,42.1,1,-17.69,-3.93,1,2100,3,2,0.894427191,3.303216973,123503.39,3.4,2
Chalcostigma stanleyi,Lower_risk,Aerial,L,CP,S,No,Caprimulgiformes,AerialScreaning,NonCooperative,ExposedElevated,none,No,Trochilidae,Nectar,Grassland,Sedentary,No,14.2,9,1.6,1.7,6.1,66.1,38.2,27.4,58.3,56.6,3,-17.18,0.67,1,1200,4,2,1.126435863,3.786459782,120440.27,5.8,2
Chalybura buffonii,Lower_risk,Aerial,L,CP,T,No,Caprimulgiformes,AerialScreaning,NonCooperative,ExposedElevated,none,No,Trochilidae,Nectar,Forest,Sedentary,No,26.7,20.8,2.5,2.6,4.4,63.9,43.2,22.3,66,40.7,1,1.46,12.46,1,2000,2,2,1.303840481,4.283586562,503108.33,6.8,2
Chalybura urochrysia,Lower_risk,Aerial,L,CP,S,No,Caprimulgiformes,AerialScreaning,NonCooperative,ExposedElevated,none,No,Trochilidae,Nectar,Forest,Sedentary,No,26.2,21.1,2.6,2.8,6,65.2,43.2,21.3,67,40.2,1,-4.28,15.94,1,900,2,2,0.857232129,2.960105096,208991.28,6.4,2
Chamaea fasciata,Lower_risk,Insessorial,N,CP,S,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,Sylviidae,Invertebrate,Shrub,Sedentary,No,12.8,6.7,3,3.8,24.9,58,6.8,50.9,11.8,83.4,2,30.04,46.17,3,2300,1,3,1.718911673,4.919250732,246063.25,14.7,5
Chamaepetes goudotii,Lower_risk,Insessorial,L,PL,S-T,No,Galliformes,ArborealGleaning,NonCooperative,ExposedElevated,none,No,Cracidae,Fruit,Forest,Sedentary,No,36.6,16.6,8.8,10.6,67.3,253.4,25.4,231.1,9.9,247.2,1,-17.48,11.23,1,2400,4,3,1.220641816,4.369447852,316282.38,727.7,3
Chamaepetes unicolor,Lower_risk,Insessorial,L,PL,T,No,Galliformes,ArborealGleaning,NonCooperative,ExposedElevated,none,No,Cracidae,Fruit,Forest,Sedentary,No,37.8,17.3,8.9,10.8,65.5,290.4,43,242.2,15,259.2,1,8.37,10.99,1,1450,3,2,1.493100694,5.029784113,15572.6,1135,3
Chamaetylas choloensis,Higher_risk,Terrestrial,F,CP,T,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,strong,No,Muscicapidae,Invertebrate,Forest,Sedentary,No,19.2,10.1,3.9,5.2,28.7,96,17,80,17.5,73,1,-16.54,-13.9,1,950,1,1,0.909856915,2.896301736,4661.03,41.3,3
Chamaetylas fuelleborni,Lower_risk,Terrestrial,F,CP,C-T,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,strong,No,Muscicapidae,Invertebrate,Forest,Sedentary,No,22.4,12.4,5.2,6.2,34.1,105.5,20.6,85,19.5,76.7,1,-20.13,-4.2,1,2400,2,1,0.973088318,3.481595972,189262.11,52,2
Chamaetylas poliocephala,Lower_risk,Terrestrial,F,CP,C-T,No,Passeriformes,GroundForaging,NonCooperative,Cavity,strong,No,Muscicapidae,Invertebrate,Forest,Sedentary,No,19.2,11,4.6,5.2,27,86.5,14.8,74.6,16.5,56.8,1,-10.8,9.54,1,2800,3,1,0.976928017,3.988913605,1599692.41,32.4,3
Chamaetylas poliophrys,Lower_risk,Terrestrial,F,CP,R,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,strong,No,Muscicapidae,Invertebrate,Forest,Sedentary,No,18.7,10,4.5,4.9,25.8,93,13.1,79.1,14.2,67,1,-4.79,1.38,1,1700,3,1,0.956898344,4.628140591,76094.57,35.2,2
Chamaeza campanisona,Lower_risk,Terrestrial,L,CV,T,No,Passeriformes,GroundForaging,NonCooperative,Cavity,strong,No,Formicariidae,Invertebrate,Forest,Sedentary,No,24,13.3,5.7,6.4,38.2,97.7,13.8,83.2,14.2,63.8,1,-30.16,10.47,2,2400,2,2,1.335385881,4.097672352,1801868.24,90.6,3
Chamaeza meruloides,Lower_risk,Terrestrial,L,CV,T,No,Passeriformes,GroundForaging,NonCooperative,Cavity,strong,No,Formicariidae,Invertebrate,Forest,Sedentary,No,18.6,10.6,5.5,5.5,36.7,87,11.6,75.4,13.3,72,1,-24.54,-14,2,1300,1,2,1.748182301,5.618950539,103365.42,69,2
Chamaeza mollissima,Lower_risk,Terrestrial,L,DM,T,No,Passeriformes,GroundForaging,NonCooperative,Cavity,strong,No,Formicariidae,Invertebrate,Forest,Sedentary,No,20.7,11.5,5.5,5.4,37.1,89.5,11.8,79.3,12.9,66.2,1,-17.53,6.67,1,1300,1,2,0.849182109,3.433987204,103368.73,72,2
Chamaeza nobilis,Lower_risk,Terrestrial,L,CV,T,No,Passeriformes,GroundForaging,NonCooperative,Cavity,strong,No,Formicariidae,Invertebrate,Forest,Sedentary,No,25.1,14.2,6.9,7.3,39.1,106,16.4,88.8,15.6,59.4,1,-14.37,3.28,1,700,1,2,0.699927102,1.131402111,2594439.36,123,2
Chamaeza ruficauda,Lower_risk,Terrestrial,L,CV,T,No,Passeriformes,GroundForaging,NonCooperative,Cavity,strong,No,Formicariidae,Invertebrate,Forest,Sedentary,No,18.8,11.3,5.3,5.5,36.2,87.9,13.2,75.9,14.8,74.9,1,-29.97,-18.99,2,1200,2,1,1.47004023,4.778282804,371454.37,71.2,2
Chamaeza turdina,Lower_risk,Terrestrial,L,CV,T,No,Passeriformes,GroundForaging,NonCooperative,Cavity,strong,No,Formicariidae,Invertebrate,Forest,Sedentary,No,20.6,12.4,5.8,5.8,36.7,89,12.5,76.4,13.9,64,1,1.22,10.58,1,1700,1,1,2.029347692,6.07212245,14682.69,68.3,2
Charadrius alexandrinus,Lower_risk,Terrestrial,C,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Coastal,PartiallyMigratory,No,16.3,10.8,3.1,3.1,26.5,106.2,59.2,48.5,55,44.2,3,5.92,56.69,2,3000,3,1,1.302711125,4.657762636,13539453.43,42.3,3
Charadrius alticola,Lower_risk,Terrestrial,L,SC,Z,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Grassland,Sedentary,No,16.7,9.5,2.7,3.2,27.4,117.5,57.2,60.2,48.7,48,3,-26.96,-10.66,2,1500,1,1,0.868897833,2.766319109,605273.3,44.9,4
Charadrius aquilonius,Lower_risk,Terrestrial,Z,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Coastal,PartiallyMigratory,Yes,27.5,17.3,5.3,6.5,39,160.4,69.4,91,43.2,68.7,3,-40.86,-34.39,3,2400,2,2,0.92046329,2.768857859,9829.99,146,3
Charadrius asiaticus,Lower_risk,Terrestrial,FP,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Desert,Migratory,No,22.9,15.7,3.6,4.2,37.1,140.6,81.8,59,58,54,3,37.02,50.34,2,2300,6,2,0.880111737,2.517696473,2844122.74,77.1,3
Charadrius atrifrons,Lower_risk,Terrestrial,FIPA,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Grassland,Sedentary,No,20.93354562,11.718612,4.225374889,4.510672762,34.45962746,146.2952034,64.898976,84.320804,43.84021567,83.87440517,2.898664444,-33.45768747,18.76116796,2,5500,3,1,1.014806641,3.653303649,6749441.28,60.17,3
Charadrius bicinctus,Lower_risk,Terrestrial,AZ,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Riparian,PartiallyMigratory,No,19.2,13.2,3.4,3.8,30.6,127.4,68.8,58.2,54.1,55.8,3,-52.61,-34.14,3,600,5,1,1.004962932,2.646174797,270351.2,59.4,4
Charadrius bifrontatus,Lower_risk,Terrestrial,M,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Coastal,Sedentary,Yes,19.6,11.3,3.5,3.9,24.7,108.9,50,58.9,45.9,61,3,-25.61,-11.95,1,1400,2,1,0.909983985,3.35565322,188628.68,31.2,2
Charadrius collaris,Lower_risk,Terrestrial,L,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Coastal,PartiallyMigratory,No,17.3,11.4,3.3,3.8,25.9,95.6,47,47.2,49.9,44.8,3,-39.27,23.84,2,1500,4,2,1.071873374,3.109060959,15045745.17,28.3,3
Charadrius dealbatus,Lower_risk,Terrestrial,I,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Coastal,PartiallyMigratory,No,19.4,10.8,3.3,3.8,25.6,107.7,57.3,50.4,53.2,44.8,3,16.02,26.31,2,50,4,1,1.25250759,4.828657727,340626.3,42.3,3
Charadrius dubius,Lower_risk,Terrestrial,E,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Wetland,Migratory,No,16.1,9.3,2.6,3.1,23.2,114.8,57.2,55,51,55.6,3,-10.44,68.39,2,800,5,1,1.274679442,4.511957804,33641119.87,38.7,4
Charadrius falklandicus,Lower_risk,Terrestrial,L,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Coastal,Migratory,No,20.1,12.5,3.4,3.6,28.4,126,65.5,59.8,52.3,50.4,3,-55.98,-31.53,2,1200,3,1,0.962996287,3.086486637,802047.01,65,4
Charadrius forbesi,Lower_risk,Terrestrial,F,SC,R,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Rocky,Sedentary,No,18.7,11.3,3.4,4.1,29.5,124.2,61.5,61.5,50,65.8,3,-13.3,12.46,1,1550,6,1,1.028737345,3.446807893,6268147.12,31.2,3
Charadrius hiaticula,Lower_risk,Terrestrial,C,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Coastal,PartiallyMigratory,No,16.1,8.3,3.3,3.7,25.3,126,69.1,56.3,53.5,60.2,3,47.85,83.63,5,1200,4,1,1.071873374,2.433613355,4520829.19,64,4
Charadrius javanicus,Lower_risk,Terrestrial,I,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Coastal,Sedentary,No,16.5,10.4,3,3.4,25,98.8,49.6,49.2,50.2,38.2,3,-10.32,-4.26,1,500,2,1,1.555209736,6.566109684,109967.51,42.3,3.073770492
Charadrius leschenaultii,Lower_risk,Terrestrial,EZ,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Plains,Migratory,No,26.5,16.4,4.2,5.4,36.5,136.4,72,63.5,53.1,49.8,3,31.8,54.71,2,3000,5,1,0.840896415,2.610069793,5473335.58,74.8,4
Charadrius marginatus,Lower_risk,Terrestrial,FM,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Coastal,Sedentary,No,18.7,10.8,3,3.5,25.7,109,53.5,56.2,48.8,49.6,3,-34.84,17.79,2,1500,3,1,1.026433327,4.046553898,4442943.8,48.3,4
Charadrius melodus,Lower_risk,Terrestrial,N,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Wetland,Migratory,No,15,7.9,3.7,4,22.1,115.4,62.8,52.5,54.5,49.6,3,35.32,53.42,3,500,2,1,1.593638924,4.421247348,501145.23,54.4,4
Charadrius modestus,Lower_risk,Terrestrial,L,CP,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Coastal,Migratory,No,20.8,15.7,4,4.3,34.1,141.4,75.5,66,53.4,64.2,3,-55.98,-43.53,3,2000,5,2,0.692519424,1.029619417,256974.73,78,3
Charadrius mongolus,Higher_risk,Terrestrial,EZ,SC,G-S,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Plains,Migratory,No,18,11.4,4,4.2,29.8,128.8,75.8,53.8,58.5,52.8,3,-8.34,66.41,2,5500,4,1,0.757928931,2.727852828,4714238.7,64,3
Charadrius montanus,Lower_risk,Terrestrial,N,SC,Z,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Grassland,Migratory,No,23.4,17,4,4.1,39.4,145.6,79.2,67,54.1,62.8,3,26.48,49.48,3,3250,1,1,1.099229092,2.197224577,759250.62,95.7,4
Charadrius morinellus,Lower_risk,Terrestrial,LN,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Terrestrial,Migratory,No,26.12302956,15.39486733,4.541894444,5.235505222,43.46265378,172.4286607,83.92484815,88.88443094,49.79435167,81.28487022,2.910793333,36.0366782,59.71136733,2.334393333,1983.543187,3.813191111,1.846191111,0.8532356,1.30833282,3801526.9,108.16,3
Charadrius nivosus,Lower_risk,Terrestrial,LN,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Coastal,PartiallyMigratory,No,16.8,9.8,2.9,3.3,23.7,102.5,54.8,47.8,53.4,39.8,3,-43.43,46.7,2,3048,4,1,1.306821294,4.053296622,1602228.88,42.3,6
Charadrius obscurus,Higher_risk,Terrestrial,AZ,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Grassland,PartiallyMigratory,Yes,31,18.9,4.8,6.1,37.2,168.8,88.8,80,52.6,64.8,3,-47.14,-46.37,3,300,5,2,1.474739407,4.528289142,311.44,146,3
Charadrius pallidus,Lower_risk,Terrestrial,F,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Coastal,PartiallyMigratory,No,15.3,10,3.1,3.4,26.8,90.4,44,45.8,49,36.2,3,-34.84,-1.37,2,1200,1,1,1.067789972,3.678829118,480800.22,34.8,2
Charadrius pecuarius,Lower_risk,Terrestrial,FM,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Wetland,Sedentary,No,18.4,10.4,3.2,3.3,29.9,102.2,54.2,49.2,52.4,45,3,-34.84,31.6,2,2730,2,1,1.012272234,3.683866912,16351827.57,34,3
Charadrius peronii,Lower_risk,Terrestrial,IW,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Coastal,Sedentary,No,16.7,10.2,3.4,3.9,27.5,99.2,44.8,54.5,45.1,37.8,3,-10.94,19,1,1398.4053,2,1,1.238132049,4.97397131,1266391.62,42,3
Charadrius placidus,Lower_risk,Terrestrial,IP,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Riparian,Migratory,No,22.5,12.8,3.3,4,30,137.8,71.8,67,51.7,69,3,26.6,51.93,2,1570,3,1,1.487815298,5.313205979,2370427.23,62.7,4
Charadrius ruficapillus,Lower_risk,Terrestrial,A,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Coastal,PartiallyMigratory,No,15.7,8.8,2.6,3,24.9,99.2,51.5,46.2,52.7,38.6,3,-43.64,-8.33,2,500,3,1,0.795270729,1.722766598,4811331.66,37.4,2
Charadrius sanctaehelenae,Higher_risk,Terrestrial,F,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,Yes,Charadriidae,Invertebrate,Grassland,Sedentary,Yes,23.2,13.8,3.7,3.8,38.4,111.4,44.2,66,40.1,51,3,-16,-15.91,1,680,1,1,1.121151421,0,43.62,48.7,2
Charadrius semipalmatus,Lower_risk,Terrestrial,LN,SC,R-Z,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Wetland,Migratory,No,14.5,8.5,3.2,3.7,22.9,118.4,65,51,56,51.8,3,43.39,73.56,5,500,3,1,0.651355562,0.336472237,4938225.48,46.7,5
Charadrius thoracicus,Higher_risk,Terrestrial,M,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Coastal,Sedentary,Yes,19.6,11.6,3.4,3.5,30.6,104.2,51,53.2,49,45.5,3,-25.61,-15.62,1,0,3,1,0.733836822,3.19047635,14469.49,11.5,2
Charadrius tricollaris,Lower_risk,Terrestrial,FM,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Wetland,Sedentary,No,16.5,10,2.6,3.2,23.7,109,51.5,57.8,47.1,60.8,3,-34.84,24.28,2,2800,4,1,0.974003746,3.514526067,9221083.48,31.2,2
Charadrius veredus,Lower_risk,Terrestrial,E,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Wetland,Migratory,No,23.9,16.1,3.7,4.3,44,158.6,92.5,64.5,58.9,57.2,3,42.33,51.84,2,500,4,2,0.651355562,1.30833282,1531695.94,95,3.073770492
Charadrius vociferus,Lower_risk,Terrestrial,LN,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Charadriidae,Invertebrate,Plains,Migratory,No,21.5,13.1,3.5,4.2,34.4,158.8,83.5,75.2,52.6,85.8,3,-18.69,68.94,2,2438,7,2,1.327975606,3.280911216,14759088.1,96.4,5
