Species1,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand.Wing.Index,Tail.Length,Habitat.Density,Primary.Lifestyle,Min.Latitude,Max.Latitude,RR,ISL,RLM,LAT,Elevational.Range,HB,DB,Nest_Type,Nest_SBS,Flightlessness,Family,Foraging,MatingSystem,NestPlacement,Territoriality,IslandDwelling,LogNightLights,LogHumanPopulationDensity,IUCN_status,Range_size,Body_mass,Order1,Clutch_size,Diet,Habitat_cat,Migration,extinction_risk
Asthenes humilis,17.4,10.4,3,3.9,25.9,70.7,7.7,62.8,10.9,68.5,3,Terrestrial,-17.54,-7.14,0,0,L,1,2050,3,2,SP,"G,Z",No,Furnariidae,GroundForaging,NonCooperative,Cavity,weak,No,0.924337803257961,3.53222564406856,LC,146012.52,21,Passeriformes,2.62132352941177,Invertebrate,Grassland,PartiallyMigratory,Lower_risk
Asthenes luizae,14.4,10.5,2.5,4.4,24.2,70,7.9,62.2,11.3,86.5,3,Terrestrial,-19.79,-14.93,1,0,L,1,600,2,1,SP,S,No,Furnariidae,GroundForaging,NonCooperative,Cavity,strong,No,1.00985340654897,2.29253475714054,NT,14884.37,28,Passeriformes,3,Invertebrate,Grassland,Sedentary,Lower_risk
Asthenes modesta,16,10.1,2.7,3.6,23,68.3,7.7,60.6,11.3,73.2,3,Terrestrial,-51.23,-10.54,0,0,L,2,4500,4,1,SP,"S,G,N,R",No,Furnariidae,GroundForaging,NonCooperative,Cavity,strong,No,0.924337803257961,2.53369681395743,LC,2015310.78,16.8,Passeriformes,4,Invertebrate,Grassland,Sedentary,Lower_risk
Asthenes pyrrholeuca,13.8,8.4,2.5,3,19.6,59.6,10.4,48.5,17.9,80,3,Insessorial,-52.5,-29.06,0,0,L,2,2000,5,1,"SP,BU","G,S,N",No,Furnariidae,ArborealGleaning,NonCooperative,Cavity,weak,No,0.897900760011848,2.30258509299405,LC,1342673.81,13.2,Passeriformes,4,Invertebrate,Shrub,PartiallyMigratory,Lower_risk
Asthenes wyatti,15.7,9.9,2.9,3.6,24.2,68.1,9.5,58.9,13.8,81.3,3,Generalist,-31.67,11.24,0,0,L,1,2500,3,1,SP,"G,Z",No,Furnariidae,GroundForaging,NonCooperative,Cavity,strong,No,1.13164696239002,3.83297979808769,LC,467539.8,15.2,Passeriformes,3,Invertebrate,Grassland,Sedentary,Lower_risk
Astrapia mayeri,30.4,16.3,5.9,7.5,40.3,169.2,16.3,154.1,9.6,698.9,1,Insessorial,-6.16,-4.94,1,1,A,1,1000,1,3,CP,T,No,Paradisaeidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.779920670985083,2.85647020622048,LC,7451.13,139.3,Passeriformes,1,Fruit,Forest,Sedentary,Lower_risk
Atalotriccus pilaris,13.6,6.3,3.4,2.6,15.4,41.2,3.6,37.6,8.8,33.4,2,Insessorial,2.29,12.46,0,0,L,1,800,2,2,PN,T,No,Tyrannidae,AerialSallying,NonCooperative,Cavity,strong,No,1.26367398575231,3.72328088083127,LC,813969.64,6.8,Passeriformes,2.71527777777778,Invertebrate,Woodland,Sedentary,Lower_risk
Atelornis crossleyi,28.4,17.9,7.4,7.9,38.1,92.4,10.5,80.8,11.4,107,1,Terrestrial,-24.82,-13.62,0,1,M,1,500,2,1,BU,G,No,Brachypteraciidae,GroundForaging,NonCooperative,Cavity,weak,No,0.714074191775111,2.68784749378469,NT,22418.55,79,Coraciiformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Atelornis pittoides,32.1,21.3,7.9,9.4,39.9,111.5,21.8,88.2,19.8,110.3,1,Terrestrial,-25.02,-12.47,0,1,M,1,800,2,2,BU,G,No,Brachypteraciidae,GroundForaging,NonCooperative,Cavity,weak,No,0.699927102316117,2.64617479738412,LC,45907.82,91.5,Coraciiformes,4,Invertebrate,Forest,Sedentary,Lower_risk
Athene brama,19.7,12.4,7.5,11.3,25.6,153,44.5,108.5,29.2,74.2,2,Insessorial,8.07,34.13,0,0,I,2,1600,3,2,CV,"B,T",No,Strigidae,AerialSallying,NonCooperative,Cavity,strong,No,1.36287107317628,5.64119759946458,LC,5213398.06,112,Strigiformes,3,Invertebrate,Desert,Sedentary,Lower_risk
Athene cunicularia,24.1,15.5,7.9,13.7,43.4,180,51,128.9,28.3,80.2,3,Generalist,-53.49,53.84,0,0,LN,2,4500,4,2,BU,G,No,Strigidae,GroundForaging,NonCooperative,Cavity,weak,No,1.19364177410038,3.25424296870549,LC,14303129.42,150.6,Strigiformes,11,Vertebrates,Grassland,Sedentary,Lower_risk
Athene noctua,18.8,11.6,7.8,11.4,32.6,157,50,107,31.8,74.2,3,Insessorial,5.35,57.82,0,0,C,2,2600,4,2,"SC,CV","B,T",No,Strigidae,AerialSallying,NonCooperative,Cavity,strong,No,1.25364403422589,4.07923092441205,LC,26742298.73,168.9,Strigiformes,6,Invertebrate,Plains,Sedentary,Lower_risk
Atimastillas flavicollis,22.8,11.4,4.6,5.8,23.7,107.6,15.9,89.8,15.1,102.4,2,Insessorial,4.74,15.08,0,0,F,1,2000,6,2,CP,T,No,Pycnonotidae,ArborealGleaning,Cooperative,ExposedElevated,strong,No,1.03329948475896,3.68386691229039,LC,1683203.48,48.7,Passeriformes,2,Fruit,Woodland,Sedentary,Lower_risk
Atlapetes albinucha,17.2,10.6,6.6,8,27,73.3,7.2,69.2,9.5,83.7,1,Generalist,0.35,21.54,0,0,L,1,1950,2,2,CP,"A,G,S",No,Passerellidae,GroundForaging,NonCooperative,ExposedElevated,strong,No,1.31497591102615,4.90675516360886,LC,275050.2,33.8,Passeriformes,3,Invertebrate,Forest,Sedentary,Lower_risk
Atlapetes latinuchus,15.6,9,5.2,6.8,25.9,74.6,9.4,65.1,12.7,72.6,1,Insessorial,-8.57,7.11,0,0,L,1,1100,2,2,CP,"S,Z",No,Passerellidae,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,1.19947882723865,4.23555473077362,LC,185718.08,23.6,Passeriformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Atlapetes leucopis,16.5,10.3,5.6,7.5,29.3,79.8,10.7,69.1,13.3,85.2,1,Generalist,-4.14,2.07,0,0,L,1,1100,2,1,"SP,CV",T,No,Passerellidae,ArborealGleaning,NonCooperative,Cavity,strong,No,0.692519423793493,2.01490302054226,LC,12200.3,43,Passeriformes,1,Fruit,Forest,Sedentary,Lower_risk
Atlapetes melanocephalus,15.9,9.5,5.9,6.9,26.3,70.5,10.3,60.2,14.6,77.2,2,Generalist,10.48,11.09,1,0,L,1,1900,2,3,CP,S,No,Passerellidae,ArborealGleaning,NonCooperative,Cavity,strong,No,0.575901449065324,0.470003629245736,LC,4032.81,25,Passeriformes,2,Omnivore,Forest,Sedentary,Lower_risk
Atlapetes melanolaemus,16.1,8.3,4.9,6.2,26.9,70.4,6.7,63.8,9.5,72.4,2,Generalist,-18.19,-12.04,0,0,L,1,1800,2,3,CP,"S,Z",No,Passerellidae,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,0.714074191775111,1.80828877117927,LC,61848.9,28.9,Passeriformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Atlapetes pallidiceps,17,10.5,5.4,7.6,26.4,77.5,9.1,68.4,11.8,78.5,2,Generalist,-3.22,-3.21,1,0,L,1,400,2,3,CP,"S,T,A",No,Passerellidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.861173529963367,0,EN,0.98,27.5,Passeriformes,3,Invertebrate,Woodland,Sedentary,Higher_risk
Atlapetes pallidinucha,16.5,9.3,5.4,7.2,29.4,77.6,9.3,68.2,12,78.8,1,Insessorial,-5.3,7.61,0,0,L,1,800,2,2,CP,"Z,A",No,Passerellidae,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,1.27225838791649,4.77153172320332,LC,97974.81,34.6,Passeriformes,1,Omnivore,Forest,Sedentary,Lower_risk
Atlapetes pileatus,13.9,8.5,4.9,6.5,23.8,67.1,7.2,59.6,10.8,71,1,Generalist,16.03,28.23,0,0,L,1,2600,2,2,CP,S,No,Passerellidae,GroundForaging,NonCooperative,ExposedElevated,strong,No,1.45159593226578,4.87060664949255,LC,348950.66,24,Passeriformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Atlapetes semirufus,16.1,10.7,5.7,7.9,26.9,71.8,6.8,64.9,9.5,75.5,2,Generalist,4.29,11.13,0,0,L,1,2500,2,3,CP,"S,Z",No,Passerellidae,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,1.53001306600432,4.89933122453758,LC,67791.56,30.7,Passeriformes,2,Omnivore,Forest,Sedentary,Lower_risk
Atrichornis clamosus,19.8,8.2,3.1,5,25.7,74.3,4.4,68.6,6,104.3,2,Terrestrial,-35.02,-33.03,1,0,A,3,500,5,1,DM,S,No,Atrichornithidae,GroundForaging,NonCooperative,Cavity,strong,No,0.954485912894701,3.56104608260405,EN,163.91,42.2,Passeriformes,1,Invertebrate,Shrub,Sedentary,Higher_risk
Atrichornis rufescens,16.7,9.6,2.9,4.3,22.3,62.9,6.5,54.9,10.7,71.1,1,Terrestrial,-32.19,-28.03,1,0,A,3,700,2,1,DM,Z,No,Atrichornithidae,GroundForaging,NonCooperative,Cavity,strong,No,0.588566191276542,0.587786664902119,EN,17310.26,24,Passeriformes,2,Invertebrate,Forest,Sedentary,Higher_risk
Atticora fasciata,9.6,5.2,3.6,2.4,10.4,97.7,47.6,49.5,49,64.1,2,Aerial,-16.8,9.7,0,0,L,1,800,3,1,BU,G,No,Hirundinidae,AerialScreaning,NonCooperative,Cavity,none,No,0.757928931136556,1.45861502269952,LC,6512985.46,13,Passeriformes,5,Invertebrate,Riparian,Sedentary,Lower_risk
Attila bolivianus,25.6,16.6,7.8,6.7,24.7,94.6,16.6,77.7,17.6,78.2,2,Insessorial,-17.98,-1.06,0,0,L,1,300,2,2,CP,T,No,Tyrannidae,AerialSallying,NonCooperative,ExposedElevated,weak,No,0.805030477585033,1.58923520511658,LC,2790241.24,39.5,Passeriformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Attila cinnamomeus,22.7,14.4,6.8,6.2,22.7,87.2,7.8,78.2,9,81.2,3,Insessorial,-14.22,10.42,0,0,L,1,500,5,3,CP,T,No,Tyrannidae,AerialSallying,NonCooperative,ExposedElevated,weak,No,0.746174534732325,1.52605630349505,LC,5275009.27,38.8,Passeriformes,3,Invertebrate,Forest,Sedentary,Lower_risk
Attila rufus,29.4,19,7.1,6.4,25.6,92,12.4,79.6,13.4,73.5,1,Insessorial,-30.53,-12.21,0,0,L,2,1500,2,3,CV,"G,T",No,Tyrannidae,AerialSallying,NonCooperative,Cavity,weak,No,1.59302087496991,5.09190801422499,LC,342429.82,42.6,Passeriformes,2.71527777777778,Invertebrate,Forest,Sedentary,Lower_risk
Attila spadiceus,22.3,15.8,7.3,6.5,24.9,85.6,12.3,70.9,14.8,67.8,1,Insessorial,-23.01,27.05,0,0,LN,2,1500,5,4,CP,"G,R,T",No,Tyrannidae,AerialSallying,NonCooperative,ExposedElevated,strong,No,0.936747798897447,2.79116510781272,LC,8099963.72,39.1,Passeriformes,4,Invertebrate,Forest,Sedentary,Lower_risk
Augastes lumachella,21.3,15.9,2,1.7,4.6,60.1,39.6,20.5,65.9,35.5,2,Aerial,-13.84,-10.09,0,0,L,1,1100,2,2,CP,"S,T",No,Trochilidae,AerialScreaning,NonCooperative,ExposedElevated,none,No,0.861173529963367,2.42480272571829,NT,20933.87,4,Caprimulgiformes,2,Nectar,Shrub,Sedentary,Lower_risk
Augastes scutatus,18.2,13.7,1.6,1.7,4.5,53.4,34.6,18.4,65.3,32.6,1,Aerial,-20.86,-15,0,0,L,1,1000,4,2,CP,"S,T",No,Trochilidae,AerialScreaning,NonCooperative,ExposedElevated,none,No,1.26367398575231,3.69137633431252,LC,28653.28,3,Caprimulgiformes,2,Nectar,Grassland,Sedentary,Lower_risk
Aulacorhynchus prasinus,68.9,60.9,14.7,21.8,33.3,129.9,16.7,113.2,12.8,110.2,1,Insessorial,12.47,22.91,0,0,L,1,2250,6,3,CV,"C,P,T",No,Ramphastidae,ArborealGleaning,NonCooperative,Cavity,strong,No,1.18920711500272,4.37197629882038,LC,420156.22,170.6,Piciformes,5,Fruit,Forest,Sedentary,Lower_risk
Auriparus flaviceps,9.8,7,3.2,3.9,15,52.1,7.6,45,14.4,48.9,2,Insessorial,19.05,37.57,0,0,N,2,2135,3,2,SP,S,No,Remizidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.19802754953329,3.11794990627824,LC,1879707.38,6.8,Passeriformes,4,Invertebrate,Shrub,Sedentary,Lower_risk
Automolus infuscatus,24,14.4,4.8,6.5,22.5,90.8,17.8,73.6,19.4,73.5,1,Insessorial,-14.34,8.27,0,0,L,1,700,1,1,BU,G,No,Furnariidae,ArborealGleaning,NonCooperative,Cavity,strong,No,0.68486610076886,1.28093384546206,LC,4323531.2,32.9,Passeriformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Automolus leucophthalmus,24,14.9,4.4,6.7,22.7,90.8,15.8,75.2,17.4,82.1,1,Insessorial,-32.25,-11.49,0,0,L,2,1000,2,1,BU,G,No,Furnariidae,ArborealGleaning,NonCooperative,Cavity,strong,No,1.32797560551948,4.04830062372069,LC,1800565.07,34.5,Passeriformes,4,Invertebrate,Forest,Sedentary,Lower_risk
Automolus ochrolaemus,22.7,15,4.8,6.4,23.5,87.1,15.1,72,17.4,74.8,1,Insessorial,-17.68,18.88,0,0,L,1,1000,4,2,BU,G,No,Furnariidae,ArborealGleaning,NonCooperative,Cavity,strong,No,0.785137822485261,1.77495235091167,LC,6428902.26,40.2,Passeriformes,3,Invertebrate,Forest,Sedentary,Lower_risk
Aviceda cuculoides,25.5,17.1,10.6,13.9,33,264.6,114,153.5,42.4,154.2,1,Insessorial,-34.21,14.08,0,0,F,2,3000,3,2,PL,T,No,Accipitridae,AerialSallying,NonCooperative,ExposedElevated,strong,No,1.02177818086464,3.70376806660769,LC,10593852.38,277,Accipitriformes,3,Vertebrates,Forest,Sedentary,Lower_risk
Aviceda subcristata,28.3,19.7,11.6,14.7,36.3,336.6,134.5,200,40.2,202,2,Insessorial,-34.97,2.65,0,0,AW,2,1000,6,3,PL,T,No,Accipitridae,AerialSallying,NonCooperative,ExposedElevated,strong,No,0.883756169761018,2.67414864942653,LC,1718124.83,322.7,Accipitriformes,4,Carnivore,Forest,Sedentary,Lower_risk
Aythya australis,45.6,29.1,20.3,15.5,33.7,213.6,100.1,113.2,47,56,3,Aquatic,-43.64,-10.69,0,0,A,2,1150,3,4,PL,"G,Z",No,Anatidae,AquaticDive,NonCooperative,ExposedGround,none,No,0.757928931136556,1.41098697371026,LC,6825013.89,869.4,Anseriformes,18,Herbivore,Wetland,Sedentary,Lower_risk
Aythya collaris,51.4,29.9,18.9,13.6,33.2,194.8,92.6,99.4,48.2,57.6,3,Aquatic,10.04,68.13,0,0,LN,2,2500,4,3,"PL,CP","G,Z",No,Anatidae,AquaticDive,NonCooperative,ExposedGround,weak,No,1.11937322132261,2.09186406167839,LC,4899833.68,704.6,Anseriformes,14,Omnivore,Wetland,Migratory,Lower_risk
Aythya ferina,50.5,30.5,17.9,13.7,35,208.6,104.4,104.2,50.1,53.7,3,Aquatic,33.87,66.67,0,0,FPI,2,2690,4,5,SC,"G,Z",No,Anatidae,AquaticDive,NonCooperative,ExposedGround,none,No,1.2164969620574,3.52046080248897,VU,16611109.18,823,Anseriformes,22,Omnivore,Wetland,Sedentary,Higher_risk
Aythya novaeseelandiae,38.2,26.3,18.9,13,28.4,177,85.3,91.7,48.2,49,3,Aquatic,-47.29,-34.53,0,1,Z,3,1000,3,2,CP,G,No,Anatidae,AquaticDive,NonCooperative,ExposedGround,none,No,1.09353832777372,2.96527306606928,LC,162640.63,682,Anseriformes,13,Omnivore,Wetland,PartiallyMigratory,Lower_risk
Aythya valisineria,58.5,37,18.8,13.4,37.9,223.5,93.4,130.1,42,52.8,3,Aquatic,37.03,69.38,0,0,N,4,1200,3,3,PL,"G,W",No,Anatidae,AquaticDive,NonCooperative,ExposedGround,none,No,0.997490569933681,1.45861502269952,LC,3654390.23,1202,Anseriformes,16,Omnivore,Wetland,Migratory,Lower_risk
Baeolophus bicolor,13.3,8.8,4.9,5.5,20.5,77.9,12.5,65.2,16.1,68.6,1,Insessorial,25.84,45.77,0,0,N,3,610,6,3,CP,T,No,Paridae,ArborealGleaning,Cooperative,Cavity,strong,No,1.75237852833137,4.22097721315547,LC,2969712.5,21.6,Passeriformes,7,Invertebrate,Forest,Sedentary,Lower_risk
Baeolophus wollweberi,9.2,6.9,3.9,4.3,16.3,64,10.6,53.5,16.5,58.5,2,Insessorial,16.14,34.49,0,0,LN,2,2200,4,1,PL,"C,T",No,Paridae,ArborealGleaning,Cooperative,Cavity,weak,No,1.33956554318653,4.42843300748804,LC,532101.62,10.4,Passeriformes,7,Invertebrate,Forest,Sedentary,Lower_risk
Baeopogon clamans,17,9,4.4,4.6,18.4,97.8,16.8,81,17.2,73.8,1,Insessorial,-5.03,6.52,0,0,F,1,1500,3,2,CP,T,No,Pycnonotidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.746174534732325,2.94968833505258,LC,850000.36,45.8,Passeriformes,2.33950617283951,Fruit,Forest,Sedentary,Lower_risk
Baeopogon indicator,18.9,9.9,4.3,4.6,19.4,98.2,16.1,81.9,16.5,78.4,1,Insessorial,-11.61,10.14,0,0,F,1,2000,4,2,CP,T,No,Pycnonotidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.984650177211819,3.8607297110406,LC,4280773.28,45.8,Passeriformes,2,Fruit,Forest,Sedentary,Lower_risk
Balearica pavonina,65.4,35.2,14.5,17.6,201,543.4,195.5,353.2,35.6,258.2,3,Terrestrial,3.55,17.06,0,0,F,1,500,4,4,PL,Z,No,Gruidae,GroundForaging,NonCooperative,ExposedGround,weak,No,0.90808651852317,3.67376581630389,VU,2976931.85,3590,Gruiformes,3,Carnivore,Wetland,Sedentary,Higher_risk
Balearica regulorum,66.2,36,16.1,18.9,223,569,214.2,352.2,38,243,3,Terrestrial,-33.78,2.3,0,0,F,1,500,4,4,PL,Z,No,Gruidae,GroundForaging,NonCooperative,ExposedGround,weak,No,0.984650177211819,3.70622809244855,EN,3528882.19,3772,Gruiformes,4,Omnivore,Wetland,Sedentary,Higher_risk
Bambusicola fytchii,21.6,9.9,7,7.5,45.2,142.8,26,115,18.5,100.8,2,Terrestrial,17.7,27.85,0,0,I,1,2500,5,5,SC,"G,A,Z,S",No,Phasianidae,GroundForaging,NonCooperative,ExposedGround,strong,No,1.11758650657552,3.7681526350084402,LC,550319.01,313.7,Galliformes,8,Herbivore,Forest,Sedentary,Lower_risk
Bangsia arcaei,21.7,11.5,6.5,7.9,21.2,86.8,22.9,63.3,26.6,47.5,1,Insessorial,7.97,10.85,0,0,L,1,900,2,3,PN,T,No,Thraupidae,ArborealGleaning,NonCooperative,Cavity,none,No,1.0049629315732,3.16124671203156,NT,9434.5,37.2,Passeriformes,2.49528301886792,Omnivore,Forest,Sedentary,Lower_risk
Bangsia aureocincta,17.4,10.3,5.7,7.3,25.3,89.8,19.8,70,22.1,56.3,1,Insessorial,4.86,6.71,1,0,L,1,495,1,4,DM,T,No,Thraupidae,ArborealGleaning,NonCooperative,Cavity,none,No,0.588566191276542,3.30321697330195,VU,1199.64,41.7,Passeriformes,2.49528301886792,Fruit,Forest,Sedentary,Higher_risk
Bangsia edwardsi,16.9,10.1,6.2,7.3,23.6,90,20.6,69.4,22.9,54.1,1,Insessorial,-0.36,3.78,1,0,L,1,1600,2,2,CP,T,No,Thraupidae,ArborealGleaning,NonCooperative,ExposedElevated,none,No,0.992414117281496,3.13549421592915,LC,19030.86,37,Passeriformes,2.49528301886792,Fruit,Forest,Sedentary,Lower_risk
Bangsia rothschildi,18.7,11.2,6.8,9.1,22.7,88,19.6,68.3,22.3,52.6,1,Insessorial,0.67,5.77,1,0,L,1,1000,2,4,PN,T,No,Thraupidae,ArborealGleaning,NonCooperative,ExposedElevated,none,No,0.714074191775111,2.69462718077007,LC,20015.6,48.5,Passeriformes,2.49528301886792,Omnivore,Forest,Sedentary,Lower_risk
Baryphthengus martii,49.3,33.5,11.7,14,32.6,150.7,24.3,126.6,16.1,250.8,1,Insessorial,-18.13,15.3,0,0,L,1,1400,2,3,BU,"G,N",No,Momotidae,AerialSallying,NonCooperative,Cavity,strong,No,0.800195241015144,1.88706964903238,LC,3234290.46,165,Coraciiformes,6,Omnivore,Forest,Sedentary,Lower_risk
Baryphthengus ruficapillus,45.1,30.9,10.6,12.7,29.5,141.4,22.5,117.8,16,228,1,Insessorial,-29.4,-14.01,0,0,L,2,1200,2,3,BU,G,No,Momotidae,AerialSallying,NonCooperative,Cavity,strong,No,1.35989859948847,4.13676527810605,LC,1565635.85,141.7,Coraciiformes,3,Invertebrate,Forest,Sedentary,Lower_risk
Basileuterus culicivorus,12.8,7.8,4,3.8,19.5,59.5,10.6,47.9,18.1,53.1,1,Insessorial,7.24,25.21,0,0,L,2,2100,3,3,DM,G,No,Parulidae,ArborealGleaning,NonCooperative,Cavity,strong,No,1.15668008369902,3.42100000895834,LC,522685.98,10.5,Passeriformes,4,Invertebrate,Forest,Sedentary,Lower_risk
Basileuterus lachrymosus,16.4,8.9,4.6,4.3,23.6,74.3,12.7,61.9,17,69.6,2,Generalist,12.44,29.77,0,0,L,1,1750,2,1,CP,G,No,Parulidae,ArborealGleaning,NonCooperative,ExposedGround,weak,No,1.17250701852345,4.30541553230204,LC,340350.72,25.6,Passeriformes,3.62179487179486,Invertebrate,Forest,Sedentary,Lower_risk
Basileuterus melanogenys,12.4,7.6,4,3.7,21.9,62.6,8.8,54.3,13.9,64.5,1,Insessorial,8.5,10.28,1,0,L,1,2000,4,2,DM,G,No,Parulidae,ArborealGleaning,NonCooperative,Cavity,strong,No,1.01942654690827,3.20680324363393,LC,4831.72,11.8,Passeriformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Basileuterus rufifrons,12.3,7.6,4.1,4,20.7,54.5,6.1,45.6,11.8,58,2,Insessorial,1.82,30.95,0,0,L,1,2500,3,2,DM,G,No,Parulidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.36875834226481,4.63278535302106,LC,967644.87,10.4,Passeriformes,4,Invertebrate,Shrub,Sedentary,Lower_risk
Basileuterus trifasciatus,14.4,7.5,3.5,3.6,19.8,56.8,7.8,48.9,13.8,52.8,1,Insessorial,-7.93,-3.4,1,0,L,1,1500,3,1,DM,G,No,Parulidae,ArborealGleaning,NonCooperative,Cavity,weak,No,0.865061545414422,3.57234563785798,LC,29296.98,9.7,Passeriformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Basileuterus tristriatus,14.2,7.4,4.1,3.8,20.4,61,8.2,52.9,13.4,56.3,1,Insessorial,-18.11,12.34,0,0,L,1,1000,2,1,DM,G,No,Parulidae,ArborealGleaning,NonCooperative,Cavity,strong,No,1.15668008369902,4.13836144763888,LC,475236.65,12,Passeriformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Batara cinerea,38.7,22.7,8.1,13.1,47,119.8,8.2,113.2,6.6,165.6,1,Insessorial,-30.3,-17.12,0,0,L,2,2600,4,3,CP,S,No,Thamnophilidae,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,1.45889672882603,4.65300751540225,LC,600001.37,131,Passeriformes,3,Invertebrate,Forest,Sedentary,Lower_risk
Bathmocercus rufus,15.7,7.6,3.3,3.7,25,56.7,4.5,52.9,7.8,55,1,Insessorial,-4.91,6.49,0,0,F,1,2100,3,1,SP,S,No,Cisticolidae,ArborealGleaning,NonCooperative,Cavity,strong,No,0.714074191775111,3.59731226058845,LC,638060.54,15.4,Passeriformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Batis capensis,15.2,7.4,4.4,3.6,19.4,56.5,8,49.5,13.9,44.8,2,Insessorial,-34.84,-17.51,0,0,F,2,2250,5,2,CP,T,No,Platysteiridae,AerialSallying,Cooperative,ExposedElevated,strong,No,1.16467420192303,4.11414718951828,LC,417033.5,11.7,Passeriformes,3,Invertebrate,Forest,Sedentary,Lower_risk
Batis fratrum,16,8.1,5.3,3.8,19.2,60,6.9,53.1,11.5,35.3,1,Insessorial,-28.8,-14.11,0,0,F,2,940,5,1,CP,"S,T",No,Platysteiridae,AerialSallying,Cooperative,ExposedElevated,strong,No,0.954485912894701,3.35340671782581,LC,296075.25,11.9,Passeriformes,3,Invertebrate,Forest,Sedentary,Lower_risk
Batis minulla,14.3,7,4.9,3.6,17,52.9,6.2,46.8,11.7,37.1,2,Insessorial,-15.29,1.1,0,0,F,1,847,4,1,CP,T,No,Platysteiridae,AerialSallying,NonCooperative,ExposedElevated,strong,No,0.962996287401759,3.65065824129374,LC,474658.69,9.9,Passeriformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Batis molitor,15,7.7,4.9,3.5,17.9,59.8,8.5,51.2,14.2,42.8,2,Insessorial,-34.1,4.83,0,0,F,2,3000,6,1,CP,T,No,Platysteiridae,AerialSallying,Cooperative,ExposedElevated,strong,No,1.02643332724794,3.5945687746427,LC,5233583.28,11.6,Passeriformes,4,Invertebrate,Forest,Sedentary,Lower_risk
